crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_rsm_z,avg_fpar_z
wheat,IN,IN-02-0908,2006,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.014400612101719985,0.17836863163800212
wheat,IN,IN-02-0908,2007,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.5134925784120676,-0.5664670468328877
wheat,IN,IN-02-0908,2008,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.0919005033775424,-0.6320983415011623
wheat,IN,IN-02-0908,2009,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.49312023034589914,0.817555052219069
wheat,IN,IN-02-0908,2010,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0964233594255568,0.0620917526404304
wheat,IN,IN-02-0908,2011,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5056005189254188,-0.5592188563219904
wheat,IN,IN-02-0908,2012,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.7918988699271167,0.034933975536316324
wheat,IN,IN-02-0908,2013,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.638577696179096,-0.1683823557566464
wheat,IN,IN-02-0908,2014,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6140981034186136,1.479632909919984
wheat,IN,IN-02-0908,2015,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5140650415358602,1.370466597562849
wheat,IN,IN-02-0908,2016,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6130551461024892,-0.3917611890544486
wheat,IN,IN-02-0908,2017,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0046951319367412,2.2715818267116927
wheat,IN,IN-02-0909,2003,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.8109497147884965,-1.3284114016572388
wheat,IN,IN-02-0909,2004,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.6985754965526578,-0.7216712385175018
wheat,IN,IN-02-0909,2005,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.37475772489326376,-1.1192289738487962
wheat,IN,IN-02-0909,2006,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.2561792213722496,0.3280054585273348
wheat,IN,IN-02-0909,2007,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.281419877874083,-0.9808020940414734
wheat,IN,IN-02-0909,2008,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.1354703573604765,-0.37392586254019716
wheat,IN,IN-02-0909,2009,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.3320028251551062,0.339197081264045
wheat,IN,IN-02-0909,2010,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-1.12026536987162,-0.09125518046969472
wheat,IN,IN-02-0909,2011,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5332243162854595,-0.7108651428051502
wheat,IN,IN-02-0909,2012,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8451495919147335,-0.07163865834758862
wheat,IN,IN-02-0909,2013,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.7385754909911818,0.3239914418618839
wheat,IN,IN-02-0909,2014,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8190874555571542,1.2338125413032204
wheat,IN,IN-02-0909,2015,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.26122661240880773,1.8458253534526514
wheat,IN,IN-02-0909,2016,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5030773551040723,-0.04981102535044661
wheat,IN,IN-02-0909,2017,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8923849328085864,2.2236531763605596
wheat,IN,IN-02-0912,2003,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.7928506838278093,0.07368233384507288
wheat,IN,IN-02-0912,2004,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.0843929118872355,-0.6668043615556253
wheat,IN,IN-02-0912,2005,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.09800424214805271,-1.6133032558766385
wheat,IN,IN-02-0912,2006,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.19090093077632256,-0.7809239389992213
wheat,IN,IN-02-0912,2007,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.431279787109113,0.3338490369290432
wheat,IN,IN-02-0912,2008,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.108827708601621,-0.019641522550809577
wheat,IN,IN-02-0912,2009,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.9005058953112446,-1.167406298282416
wheat,IN,IN-02-0912,2010,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-1.5715235737121556,-1.1480540449309606
wheat,IN,IN-02-0912,2011,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.32688867886216205,0.11573862146980053
wheat,IN,IN-02-0912,2012,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.2593327589847617,0.5809022029758726
wheat,IN,IN-02-0912,2013,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.13185842980290033,0.6004501807607227
wheat,IN,IN-02-0912,2014,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.14767641082832061,2.1107700037935677
wheat,IN,IN-02-0912,2015,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.7442509163185437,0.8818040537591896
