crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_rsm_z,avg_ndvi_z
wheat,IN,IN-02-0902,2014,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.505402963506228,1.4277349763457896
wheat,IN,IN-02-0902,2015,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.0937449861797446,0.8310195613048112
wheat,IN,IN-02-0902,2016,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.5470951403189658,0.5794929952474184
wheat,IN,IN-02-0902,2017,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.7299285978738159,1.07515094540904
wheat,IN,IN-02-0903,2003,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.8406294469244397,-0.21076219435209229
wheat,IN,IN-02-0903,2004,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.393282072039631,-1.410289548740431
wheat,IN,IN-02-0903,2005,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.31707276793717276,-0.3894381612004102
wheat,IN,IN-02-0903,2006,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.06856762756730085,-0.8593719842914556
wheat,IN,IN-02-0903,2007,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.5518386196281342,-2.0431240858818005
wheat,IN,IN-02-0903,2008,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.183964173461843,-0.2908889322803446
wheat,IN,IN-02-0903,2009,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.5776561233014051,-0.3640762272871548
wheat,IN,IN-02-0903,2010,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9738501661856706,-0.35864152716288644
wheat,IN,IN-02-0903,2011,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.3329284390779198,1.0539596361136758
wheat,IN,IN-02-0903,2012,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9977473910946355,0.8447084324513324
wheat,IN,IN-02-0903,2013,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.4779585326334467,1.8520737122755837
wheat,IN,IN-02-0903,2014,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.6056636412614861,0.6503148641615913
wheat,IN,IN-02-0903,2015,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9592273930140147,1.0145724879973155
wheat,IN,IN-02-0903,2016,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.558083597880242,0.7659665916555267
wheat,IN,IN-02-0903,2017,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.7351041679751165,0.8243115332195144
wheat,IN,IN-02-0904,2003,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.8856907425611742,-0.4423595996540976
wheat,IN,IN-02-0904,2004,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.6342146139270364,-0.8610968057491033
wheat,IN,IN-02-0904,2005,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.304463156596175,-1.3122540955699864
wheat,IN,IN-02-0904,2006,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.19263753867467695,-0.3725839096878584
wheat,IN,IN-02-0904,2007,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.4292001715904568,-0.8005015704162596
wheat,IN,IN-02-0904,2008,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.046000617248919,-0.5699880291967215
wheat,IN,IN-02-0904,2009,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.43084643109061715,0.055948867219480794
wheat,IN,IN-02-0904,2010,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9220666942344796,-0.5874690921451592
wheat,IN,IN-02-0904,2011,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.41658637096603446,-0.23966944302658633
wheat,IN,IN-02-0904,2012,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9088678116202015,-0.14017998399302092
wheat,IN,IN-02-0904,2013,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7123173276035326,1.7554361904530855
wheat,IN,IN-02-0904,2014,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7367147438518656,0.8502853069529398
wheat,IN,IN-02-0904,2015,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.548812613546801,2.3731295914548345
wheat,IN,IN-02-0904,2016,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.4954330580565019,0.8386993442423184
wheat,IN,IN-02-0904,2017,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9352867122790437,0.7962214202663015
wheat,IN,IN-02-0905,2003,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.7549843767092195,-0.5964264782979863
wheat,IN,IN-02-0905,2004,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.9215361416804626,-0.4600196695328178
wheat,IN,IN-02-0905,2005,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.30278716130883077,-1.5814841769624488
wheat,IN,IN-02-0905,2006,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.42259184416939594,-0.00618947666907721
wheat,IN,IN-02-0905,2007,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.1459744618050325,-0.6890037994213942
wheat,IN,IN-02-0905,2008,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.0947256742837685,-0.31310165308697363
wheat,IN,IN-02-0905,2009,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.3718007496724019,0.5119412803613181
wheat,IN,IN-02-0905,2010,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.0303557275943003,-1.069683767428853
wheat,IN,IN-02-0905,2011,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.4118638355253646,-0.22351749671755564
wheat,IN,IN-02-0905,2012,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.9169832832194298,0.30632887440541334
wheat,IN,IN-02-0905,2013,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8026829174724919,0.7777619043520235
wheat,IN,IN-02-0905,2014,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8469131812796327,1.0089216038419848
wheat,IN,IN-02-0905,2015,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.20309053245655118,1.6214641683882587
wheat,IN,IN-02-0905,2016,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.38771514691255954,0.915843665374163
wheat,IN,IN-02-0905,2017,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.826010597485186,1.667613676945849
wheat,IN,IN-02-0906,2003,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,2.2760694838703306,-0.11865095825371248
wheat,IN,IN-02-0906,2004,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.999851928720202,0.4824218230083937
wheat,IN,IN-02-0906,2005,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.06557154117652912,-0.9893730411637973
wheat,IN,IN-02-0906,2006,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.0568788968358648,0.7094351339600753
wheat,IN,IN-02-0906,2007,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.4003496962559199,0.3056094837906286
wheat,IN,IN-02-0906,2008,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.176916705999359,0.27590383024949333
wheat,IN,IN-02-0906,2009,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.715206084786211,-0.21033044944974674
wheat,IN,IN-02-0906,2010,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0860225471901355,-1.5203508560514338
wheat,IN,IN-02-0906,2011,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.37017221958271646,-0.2814694614212357
wheat,IN,IN-02-0906,2012,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.6334317952299258,0.00895080616269639
wheat,IN,IN-02-0906,2013,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.25817940686200713,1.915342075500576
wheat,IN,IN-02-0906,2014,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.5044201262821938,1.5479442839808955
wheat,IN,IN-02-0906,2015,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0289222677677456,-0.6290173913525114
wheat,IN,IN-02-0906,2016,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.4648740384764351,-1.121338461907309
wheat,IN,IN-02-0906,2017,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.8006519730090966,1.1156702108659058
wheat,IN,IN-02-0907,2003,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,2.017142324563175,-0.5994420941991402
wheat,IN,IN-02-0907,2004,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.0973249453170244,0.5074859637022979
wheat,IN,IN-02-0907,2005,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.15950972022135523,-0.42920997620369034
wheat,IN,IN-02-0907,2006,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.007529319160863388,-0.6478701967323262
wheat,IN,IN-02-0907,2007,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.6690004237162988,-0.320613625068668
wheat,IN,IN-02-0907,2008,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.060704521962854,0.6399365691563577
wheat,IN,IN-02-0907,2009,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7598655956714724,-0.7358084062273282
wheat,IN,IN-02-0907,2010,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.1484571341170118,-1.7300833836440128
wheat,IN,IN-02-0907,2011,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.4286171883399221,-1.0433465360922152
wheat,IN,IN-02-0907,2012,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.6469047265676879,0.7843503858400896
wheat,IN,IN-02-0907,2013,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.28545177580834336,0.02754516611588044
wheat,IN,IN-02-0907,2014,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.3375664032922619,1.2555009846478224
wheat,IN,IN-02-0907,2015,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.8184049741085502,0.5969521661093936
wheat,IN,IN-02-0907,2016,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.5018690685869578,0.0014399273145741958
wheat,IN,IN-02-0907,2017,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.0840743884493713,2.5762674173711284
wheat,IN,IN-02-0908,2003,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.8763470913242637,-0.6349567318273932
wheat,IN,IN-02-0908,2004,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.4526386230037107,1.0221017296125132
wheat,IN,IN-02-0908,2005,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.3515559137809362,-0.18995346652151276
wheat,IN,IN-02-0908,2006,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.014400612101719985,-1.7326382544656462
wheat,IN,IN-02-0908,2007,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.5134925784120676,-0.40370473866186685
wheat,IN,IN-02-0908,2008,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.0919005033775424,-0.5510367325616956
wheat,IN,IN-02-0908,2009,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.49312023034589914,-0.9225913420834124
wheat,IN,IN-02-0908,2010,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0964233594255568,-0.08944281582459132
wheat,IN,IN-02-0908,2011,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5056005189254188,-0.6308183971829223
wheat,IN,IN-02-0908,2012,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.7918988699271167,-1.0909876413375044
wheat,IN,IN-02-0908,2013,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.638577696179096,1.2825168811440213
wheat,IN,IN-02-0908,2014,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6140981034186136,1.8038249315542558
wheat,IN,IN-02-0908,2015,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5140650415358602,1.278955199687717
wheat,IN,IN-02-0908,2016,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6130551461024892,-0.8316512741384325
wheat,IN,IN-02-0908,2017,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0046951319367412,1.0930354276686034
wheat,IN,IN-02-0909,2003,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.8109497147884965,-0.5843539614206951
wheat,IN,IN-02-0909,2004,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.6985754965526578,-0.17385322691640026
wheat,IN,IN-02-0909,2005,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.37475772489326376,-0.3522832973814688
wheat,IN,IN-02-0909,2006,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.2561792213722496,-0.08549314022144604
wheat,IN,IN-02-0909,2007,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.281419877874083,-0.703556234084923
wheat,IN,IN-02-0909,2008,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.1354703573604765,-0.11227382549327057
wheat,IN,IN-02-0909,2009,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.3320028251551062,-1.149811642642005
wheat,IN,IN-02-0909,2010,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-1.12026536987162,-1.0484437945293124
wheat,IN,IN-02-0909,2011,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5332243162854595,-0.917962693056221
wheat,IN,IN-02-0909,2012,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8451495919147335,-0.019053625940529794
wheat,IN,IN-02-0909,2013,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.7385754909911818,0.887185480875887
wheat,IN,IN-02-0909,2014,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8190874555571542,1.9994490623340693
wheat,IN,IN-02-0909,2015,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.26122661240880773,1.7675227402557334
wheat,IN,IN-02-0909,2016,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5030773551040723,-1.3581087956091684
wheat,IN,IN-02-0909,2017,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8923849328085864,1.1844013531438666
wheat,IN,IN-02-0912,2003,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.7928506838278093,-0.09706597556090335
wheat,IN,IN-02-0912,2004,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.0843929118872355,0.4219584039298025
wheat,IN,IN-02-0912,2005,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.09800424214805271,-1.3460848477192253
wheat,IN,IN-02-0912,2006,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.19090093077632256,-0.6334623490728671
wheat,IN,IN-02-0912,2007,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.431279787109113,0.21708966447430386
wheat,IN,IN-02-0912,2008,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.108827708601621,0.5756064994589593
wheat,IN,IN-02-0912,2009,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.9005058953112446,-1.7300294071028208
wheat,IN,IN-02-0912,2010,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-1.5715235737121556,-1.2127143535262057
wheat,IN,IN-02-0912,2011,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.32688867886216205,-0.5404581922303521
wheat,IN,IN-02-0912,2012,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.2593327589847617,0.49464253043698253
wheat,IN,IN-02-0912,2013,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.13185842980290033,0.1067204150973508
wheat,IN,IN-02-0912,2014,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.14767641082832061,2.0760404523372804
wheat,IN,IN-02-0912,2015,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.7442509163185437,1.3994485760501
