crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_rsm_z,yield_z
wheat,IN,IN-01-0052,2015,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.6895406625567949,-0.5296989167575757
wheat,IN,IN-01-0052,2017,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,-0.35937410916198087,0.09222198517181532
wheat,IN,IN-01-0053,2003,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.8640141313447909,-1.2221539556670806
wheat,IN,IN-01-0053,2005,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.23719306076712984,-0.4770313276184291
wheat,IN,IN-01-0053,2006,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.3933972858035144,-1.0572334806589792
wheat,IN,IN-01-0053,2007,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.3137115894604803,-1.0572334806589792
wheat,IN,IN-01-0053,2008,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.9953519025420705,-0.39357759327698
wheat,IN,IN-01-0053,2009,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.1241620062326043,0.9297601941374252
wheat,IN,IN-01-0053,2010,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.4264758435031428,1.2615881378284248
wheat,IN,IN-01-0053,2011,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.1311865086932606,0.26809130043022256
wheat,IN,IN-01-0053,2013,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.22425098364362203,0.26809130043022256
wheat,IN,IN-01-0053,2014,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.1379451834875693,-0.2465400613420462
wheat,IN,IN-01-0053,2016,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.0230662470202356,2.255084975226627
wheat,IN,IN-01-0053,2017,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.37220165150594625,-0.3001888905615492
wheat,IN,IN-02-0902,2003,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.9291316879567102,-1.024307062607166
wheat,IN,IN-02-0902,2004,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.0781879755561625,-0.8661648016799242
wheat,IN,IN-02-0902,2005,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.2168004035170326,-1.1824493235344073
wheat,IN,IN-02-0902,2006,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.007167078832864885,-0.4067991866055559
wheat,IN,IN-02-0902,2007,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.595853313739681,0.4140344534453649
wheat,IN,IN-02-0902,2008,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.29157678665633,-0.38922782428030683
wheat,IN,IN-02-0902,2009,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.6529337612357584,-0.6666043295574526
wheat,IN,IN-02-0902,2010,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.0755572437454697,0.27471865215231844
wheat,IN,IN-02-0902,2011,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.35661310969633936,2.265302984141248
wheat,IN,IN-02-0902,2012,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.8869545643221826,0.9926343128696374
wheat,IN,IN-02-0902,2013,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.2704868793802723,1.6578358866112095
wheat,IN,IN-02-0902,2014,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.505402963506228,-0.9703378783224722
wheat,IN,IN-02-0902,2015,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.0937449861797446,-0.8661648016799242
wheat,IN,IN-02-0902,2016,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.5470951403189658,0.6901558614135641
wheat,IN,IN-02-0902,2017,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.7299285978738159,0.712747612974599
wheat,IN,IN-02-0903,2003,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.8406294469244397,-1.1360604141632595
wheat,IN,IN-02-0903,2004,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.393282072039631,-0.5867377887519828
wheat,IN,IN-02-0903,2005,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.31707276793717276,-1.4169170948246643
wheat,IN,IN-02-0903,2006,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.06856762756730085,-0.36783478764824085
wheat,IN,IN-02-0903,2007,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.5518386196281342,0.6963917523089447
wheat,IN,IN-02-0903,2008,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.183964173461843,-0.027777924298402985
wheat,IN,IN-02-0903,2009,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.5776561233014051,-0.04429890551377975
wheat,IN,IN-02-0903,2010,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9738501661856706,0.2544555047976165
wheat,IN,IN-02-0903,2011,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.3329284390779198,2.151614847696713
wheat,IN,IN-02-0903,2012,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9977473910946355,0.35633488895910626
wheat,IN,IN-02-0903,2013,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.4779585326334467,0.6605962930089614
wheat,IN,IN-02-0903,2014,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.6056636412614861,-0.8937526896710675
wheat,IN,IN-02-0903,2015,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.9592273930140147,1.0515928484395447
wheat,IN,IN-02-0903,2016,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.558083597880242,0.48850273868212035
wheat,IN,IN-02-0903,2017,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.7351041679751165,1.1755002075548702
wheat,IN,IN-02-0904,2003,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.8856907425611742,-0.8958647333883604
wheat,IN,IN-02-0904,2004,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.6342146139270364,-1.269366895675783
wheat,IN,IN-02-0904,2005,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.304463156596175,-2.1342141484589594
wheat,IN,IN-02-0904,2006,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.19263753867467695,-0.6741602413353983
wheat,IN,IN-02-0904,2007,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.4292001715904568,0.4783036497867561
wheat,IN,IN-02-0904,2008,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.046000617248919,1.2852281073488883
wheat,IN,IN-02-0904,2009,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.43084643109061715,-0.502389193438509
wheat,IN,IN-02-0904,2010,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9220666942344796,0.0808334343044189
wheat,IN,IN-02-0904,2011,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.41658637096603446,1.6147888387789673
wheat,IN,IN-02-0904,2012,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9088678116202015,0.38043409924085403
wheat,IN,IN-02-0904,2013,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7123173276035326,0.957664713685053
wheat,IN,IN-02-0904,2014,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7367147438518656,-0.10292164018992825
wheat,IN,IN-02-0904,2015,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.548812613546801,-0.3625755498015053
wheat,IN,IN-02-0904,2016,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.4954330580565019,0.8218457455805356
wheat,IN,IN-02-0904,2017,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.9352867122790437,1.1673851791405576
wheat,IN,IN-02-0905,2003,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.7549843767092195,-0.9263725115775564
wheat,IN,IN-02-0905,2004,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.9215361416804626,-1.0143222457110832
wheat,IN,IN-02-0905,2005,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.30278716130883077,-1.222203435481237
wheat,IN,IN-02-0905,2006,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.42259184416939594,-0.7558033302276864
wheat,IN,IN-02-0905,2007,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.1459744618050325,-0.2920683684327279
wheat,IN,IN-02-0905,2008,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.0947256742837685,-0.010895733551301641
wheat,IN,IN-02-0905,2009,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.3718007496724019,0.34756606162928444
wheat,IN,IN-02-0905,2010,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.0303557275943003,0.07172371366504166
wheat,IN,IN-02-0905,2011,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.4118638355253646,0.944558196353829
wheat,IN,IN-02-0905,2012,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.9169832832194298,1.0351730739459475
wheat,IN,IN-02-0905,2013,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8026829174724919,0.9845353482327044
wheat,IN,IN-02-0905,2014,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.8469131812796327,-1.7432389816359175
wheat,IN,IN-02-0905,2015,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.20309053245655118,2.0959001704654505
wheat,IN,IN-02-0905,2016,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.38771514691255954,0.6900369960583196
wheat,IN,IN-02-0905,2017,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.826010597485186,0.7340118631250834
wheat,IN,IN-02-0906,2003,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,2.2760694838703306,-0.5935408927456521
wheat,IN,IN-02-0906,2004,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.999851928720202,-0.7337091606614187
wheat,IN,IN-02-0906,2005,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.06557154117652912,-1.5478371825283366
wheat,IN,IN-02-0906,2006,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.0568788968358648,-0.33432560276443957
wheat,IN,IN-02-0906,2007,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.4003496962559199,0.10154010705582063
wheat,IN,IN-02-0906,2008,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.176916705999359,-0.005986235454904505
wheat,IN,IN-02-0906,2009,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.715206084786211,-0.39192900053804275
wheat,IN,IN-02-0906,2010,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0860225471901355,0.5086041179892801
wheat,IN,IN-02-0906,2011,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.37017221958271646,1.518583692286447
wheat,IN,IN-02-0906,2012,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.6334317952299258,0.6622131787188874
wheat,IN,IN-02-0906,2013,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.25817940686200713,1.2056052310498728
wheat,IN,IN-02-0906,2014,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.5044201262821938,-0.9583624119784692
wheat,IN,IN-02-0906,2015,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.0289222677677456,-0.8028332379897419
wheat,IN,IN-02-0906,2016,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.4648740384764351,1.8546035126324634
wheat,IN,IN-02-0906,2017,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.8006519730090966,1.1883242117177912
wheat,IN,IN-02-0907,2003,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,2.017142324563175,-0.16737135257913555
wheat,IN,IN-02-0907,2004,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.0973249453170244,-1.4091221468066857
wheat,IN,IN-02-0907,2005,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.15950972022135523,-0.9507106089093862
wheat,IN,IN-02-0907,2006,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.007529319160863388,-0.9032887256786316
wheat,IN,IN-02-0907,2007,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.6690004237162988,-0.5081063654223389
wheat,IN,IN-02-0907,2008,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.060704521962854,-0.3798916440947418
wheat,IN,IN-02-0907,2009,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7598655956714724,-1.1860636590175784
wheat,IN,IN-02-0907,2010,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.1484571341170118,-0.573091909108929
wheat,IN,IN-02-0907,2011,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.4286171883399221,1.748824003152488
wheat,IN,IN-02-0907,2012,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.6469047265676879,1.5907510590499712
wheat,IN,IN-02-0907,2013,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.28545177580834336,0.26645106067999513
wheat,IN,IN-02-0907,2014,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.3375664032922619,0.2559128644064936
wheat,IN,IN-02-0907,2015,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.8184049741085502,-0.46419721428275096
wheat,IN,IN-02-0907,2016,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.5018690685869578,1.160441377882008
wheat,IN,IN-02-0907,2017,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.0840743884493713,1.6803257273747303
wheat,IN,IN-02-0908,2003,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.8763470913242637,-0.3844617609498635
wheat,IN,IN-02-0908,2004,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.4526386230037107,-0.2530167591399627
wheat,IN,IN-02-0908,2005,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.3515559137809362,-1.2398653881127573
wheat,IN,IN-02-0908,2006,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.014400612101719985,-0.3136836830522247
wheat,IN,IN-02-0908,2007,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.5134925784120676,0.6569870995439671
wheat,IN,IN-02-0908,2008,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.0919005033775424,-0.72015207326438
wheat,IN,IN-02-0908,2009,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.49312023034589914,-0.02046021747629189
wheat,IN,IN-02-0908,2010,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0964233594255568,-0.40266183812354234
wheat,IN,IN-02-0908,2011,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5056005189254188,1.7206804988056263
wheat,IN,IN-02-0908,2012,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.7918988699271167,1.247478492289983
wheat,IN,IN-02-0908,2013,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.638577696179096,0.966388411496503
wheat,IN,IN-02-0908,2014,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6140981034186136,-0.760596689205888
wheat,IN,IN-02-0908,2015,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.5140650415358602,-0.6230849950047608
wheat,IN,IN-02-0908,2016,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6130551461024892,0.9340327187432966
wheat,IN,IN-02-0908,2017,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.0046951319367412,1.5912577277928006
wheat,IN,IN-02-0909,2003,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.8109497147884965,-0.47404544284998995
wheat,IN,IN-02-0909,2004,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.6985754965526578,-1.0625307576682332
wheat,IN,IN-02-0909,2005,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.37475772489326376,-0.6391689594551089
wheat,IN,IN-02-0909,2006,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.2561792213722496,-0.5882662212535307
wheat,IN,IN-02-0909,2007,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.281419877874083,-0.06309894663725049
wheat,IN,IN-02-0909,2008,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.1354703573604765,-1.8024827568911719
wheat,IN,IN-02-0909,2009,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.3320028251551062,0.2994278717739883
wheat,IN,IN-02-0909,2010,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-1.12026536987162,0.530352488981147
wheat,IN,IN-02-0909,2011,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5332243162854595,1.1958126762017764
wheat,IN,IN-02-0909,2012,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8451495919147335,0.342881428775335
wheat,IN,IN-02-0909,2013,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.7385754909911818,0.7004421263864198
wheat,IN,IN-02-0909,2014,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8190874555571542,-1.2537264084741602
wheat,IN,IN-02-0909,2015,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.26122661240880773,1.1734651326010834
wheat,IN,IN-02-0909,2016,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5030773551040723,1.533508890612245
wheat,IN,IN-02-0909,2017,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.8923849328085864,1.4217711726087812
wheat,IN,IN-02-0912,2003,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.7928506838278093,-0.3366554882865625
wheat,IN,IN-02-0912,2004,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.0843929118872355,-2.0024158961825105
wheat,IN,IN-02-0912,2005,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.09800424214805271,-1.8665494048122266
wheat,IN,IN-02-0912,2006,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,0.19090093077632256,-0.1188968651314497
wheat,IN,IN-02-0912,2007,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.431279787109113,0.6199935057453011
wheat,IN,IN-02-0912,2008,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,1.108827708601621,-0.11517449550486615
wheat,IN,IN-02-0912,2009,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.9005058953112446,0.016969626238835106
wheat,IN,IN-02-0912,2010,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-1.5715235737121556,0.005802517359085307
wheat,IN,IN-02-0912,2011,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.32688867886216205,1.0945956331346494
wheat,IN,IN-02-0912,2012,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.2593327589847617,0.49157175362818334
wheat,IN,IN-02-0912,2013,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.13185842980290033,-0.5320798936821761
wheat,IN,IN-02-0912,2014,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.14767641082832061,0.519489525827557
wheat,IN,IN-02-0912,2015,339.712,100.618,462.6,9.309,24.73694,84.97592,4970.0,13.954,1.507,5.0,-0.7442509163185437,0.500877677694641
