crop_name,country_code,adm_id,harvest_year,yield,production,harvest_area,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_tmin,avg_tmax,avg_tavg,avg_prec,sum_prec,avg_rad,avg_et0,avg_vpd,avg_cwb,n_meteo_obs,avg_ssm,min_ssm,max_ssm,avg_rsm,min_rsm,max_rsm,n_sm_obs,avg_ndvi,min_ndvi,max_ndvi,std_ndvi,n_ndvi_obs,avg_fpar,min_fpar,max_fpar,std_fpar,n_fpar_obs,n_available_blocks
wheat,IN,IN-01-0051,2016,2.313,70.0,30.0,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,23.507131147540985,33.840795081967215,28.435890710382512,1.8930655737704918,692.862,18960139.36202186,5.409617486338798,33.562707650273225,-3.516551912568306,366.0,4.242959016393443,1.36,7.734,282.5398005464481,271.224,324.638,366.0,0.4132926829268293,0.235,0.727,0.12978294262006065,41.0,32.273888888888884,14.893,56.673,14.285081832412793,36.0,4
wheat,IN,IN-01-0051,2017,0.688,10.0,20.0,313.989,102.88,186.8,1.072,15.56859,77.82124,17419.0,15.396,1.594,4.0,23.567931506849316,34.0054301369863,28.480194520547947,2.0785068493150685,758.655,19269487.81780822,5.421186301369863,33.69336712328767,-3.3426794520547944,365.0,4.247178082191781,1.371,7.885,282.9812410958904,271.165,330.118,365.0,0.4292045454545455,0.248,0.885,0.1404026733240246,44.0,33.611999999999995,16.016,56.703,13.527965740853809,36.0,4
wheat,IN,IN-01-0052,2001,0.677,210.0,310.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.03075068493151,32.04881643835616,26.80722191780822,1.6433890410958905,599.837,19543197.31780822,5.4676109589041095,29.178989041095893,-3.824221917808219,365.0,,,,,,,,0.34235714285714286,0.214,0.571,0.10113642595549967,42.0,26.63436111111111,13.898,45.524,10.604203649369508,36.0,3
wheat,IN,IN-01-0052,2003,0.293,120.0,410.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.54644109589041,33.08671506849315,27.621049315068497,0.9793671232876712,357.469,19699574.326027397,5.77208493150685,32.26359452054795,-4.792717808219178,365.0,3.5202185628742515,1.06,7.089,264.9954520958084,259.519,302.85,334.0,0.30317391304347824,0.206,0.491,0.08339579108692773,46.0,24.386388888888888,13.349,45.517,10.247923542364997,36.0,4
wheat,IN,IN-01-0052,2004,0.231,90.0,390.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,21.71272131147541,32.03928142076503,26.587234972677596,1.482379781420765,542.551,19592848.73087432,5.433530054644809,29.23434699453552,-3.951150273224044,366.0,3.689199453551913,0.699,6.693,265.71126502732244,259.159,288.173,366.0,0.33752173913043476,0.235,0.551,0.08767179684113165,46.0,27.557833333333335,18.787,46.378,9.452164506457919,36.0,4
wheat,IN,IN-01-0052,2005,0.6,180.0,300.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.065328767123287,31.97416712328767,26.730427397260275,2.1617287671232877,789.0310000000001,19367193.716438357,5.250750684931507,28.437539726027396,-3.089021917808219,365.0,4.1965452054794525,1.068,7.376,276.005698630137,259.524,328.561,365.0,0.3573913043478261,0.23,0.776,0.12939851935626695,46.0,28.46655555555556,16.697,47.565,11.457962804329432,36.0,4
wheat,IN,IN-01-0052,2006,0.263,50.0,190.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,21.90061095890411,32.21457534246575,26.802613698630136,1.534813698630137,560.207,19625744.506849315,5.472183561643836,29.515136986301368,-3.937369863013699,365.0,4.624860273972603,1.902,7.124,273.06260000000003,260.489,309.283,365.0,0.3362826086956522,0.25,0.566,0.07879245960636874,46.0,28.00686111111111,17.525,45.293,9.18075420229819,36.0,4
wheat,IN,IN-01-0052,2007,0.357,100.0,280.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,21.973547945205482,32.2001095890411,26.81298630136986,2.1514986301369863,785.297,19333694.928767122,5.382608219178082,29.742873972602737,-3.231109589041096,365.0,4.784276712328767,1.734,7.684,279.38452328767124,260.285,335.482,365.0,0.36340000000000006,0.239,0.539,0.10017266910871264,45.0,28.87541666666667,18.817,48.507,10.737247091649836,36.0,4
wheat,IN,IN-01-0052,2008,1.375,220.0,160.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,21.66079781420765,31.990360655737703,26.511021857923495,2.112754098360656,773.268,19639263.556010928,5.350811475409836,28.637751366120217,-3.2380573770491803,366.0,4.989008219178082,2.441,7.489,279.9174109589041,261.232,320.861,365.0,0.3596521739130435,0.225,0.592,0.09343570989754384,46.0,29.9455,17.547,47.059,10.166451875795072,36.0,4
wheat,IN,IN-01-0052,2009,0.556,100.0,180.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.16223287671233,32.3786602739726,26.98725479452055,2.3867287671232877,871.156,19402302.94178082,5.438854794520548,30.024164383561644,-3.0521260273972604,365.0,4.643054794520547,1.905,8.403,276.3508767123288,260.414,352.384,365.0,0.3456444444444445,0.235,0.532,0.09887208346590504,45.0,28.667777777777776,18.272,49.786,10.958656479465018,36.0,4
wheat,IN,IN-01-0052,2010,1.308,170.0,130.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.69885479452055,32.46876712328767,27.209676712328765,2.0606383561643837,752.133,18785587.946575344,5.242391780821918,29.45517808219178,-3.181753424657534,365.0,4.955797260273973,2.126,7.577,282.3439342465753,260.797,333.61,365.0,0.3902826086956522,0.244,0.667,0.12201232415775387,46.0,30.38672222222222,18.607,48.741,10.931837212240252,36.0,4
wheat,IN,IN-01-0052,2011,1.25,100.0,80.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,21.882679452054795,32.510561643835615,26.769868493150685,1.6330712328767123,596.071,19517669.76849315,5.500778082191781,30.711630136986305,-3.8677068493150686,365.0,4.902109589041096,2.56,7.833,277.61190684931506,261.447,320.497,365.0,0.35389130434782606,0.257,0.475,0.07317839033207954,46.0,29.68308333333333,19.049,46.491,9.522459164297544,36.0,4
wheat,IN,IN-01-0052,2012,1.154,150.0,130.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.11225956284153,32.98656284153005,27.15501092896175,1.3364754098360656,489.15,19958944.792349726,5.7200655737704915,32.28935245901639,-4.383590163934426,366.0,3.9298907103825136,1.953,7.045,266.3971775956284,260.454,297.41,366.0,0.3429130434782609,0.245,0.542,0.09376917903660065,46.0,28.641666666666666,17.564,52.661,11.701887215317026,36.0,4
wheat,IN,IN-01-0052,2013,0.667,40.0,60.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.248882191780822,32.33003561643836,26.901309589041094,1.9445698630136987,709.768,19072330.3630137,5.4171863013698625,29.77069589041096,-3.4726164383561646,365.0,4.083457534246575,0.628,7.645,273.5707479452055,259.092,330.976,365.0,0.3452444444444444,0.226,0.553,0.10342677593253101,45.0,28.12183333333333,13.262,50.05,12.25308023897898,36.0,4
wheat,IN,IN-01-0052,2015,0.5,10.0,20.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.45027397260274,32.861356164383565,27.35774246575342,1.8338739726027398,669.364,19459443.916438356,5.423564383561644,30.22860273972603,-3.5896904109589043,365.0,4.115797260273973,1.198,7.35,269.6628575342466,259.688,304.608,365.0,0.36245652173913046,0.257,0.659,0.1002507315621386,46.0,29.853638888888888,18.823,50.643,10.80849266391355,36.0,4
wheat,IN,IN-01-0052,2017,0.75,10.0,10.0,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,22.827021917808217,33.24443835616438,27.77002739726027,2.0624986301369863,752.812,19576502.694520548,5.567942465753425,32.194449315068496,-3.505443835616439,365.0,3.969495890410959,1.144,7.476,271.53896164383565,259.611,326.074,365.0,0.35439130434782606,0.222,0.558,0.1121927861140753,46.0,28.010416666666668,15.094,48.913,11.803844829727543,36.0,4
wheat,IN,IN-01-0053,2001,0.75,30.0,40.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.833216438356164,32.73209589041096,27.50870410958904,2.2143123287671234,808.224,19330871.443835616,5.384964383561644,29.30481095890411,-3.1706520547945205,365.0,,,,,,,,0.37227906976744185,0.25,0.535,0.0983391424227779,43.0,28.312916666666666,16.034,50.769,11.387254259227099,36.0,3
wheat,IN,IN-01-0053,2003,0.25,10.0,40.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.244835616438355,33.674367123287674,28.19109589041096,1.3299041095890412,485.415,19337582.312328767,5.622290410958904,32.35654520547945,-4.292386301369863,365.0,3.8519041916167667,1.504,7.069,256.019751497006,248.334,308.162,334.0,0.3567111111111111,0.2,0.559,0.11484903573866442,45.0,27.276722222222222,14.065,52.566,12.575921527406733,36.0,4
wheat,IN,IN-01-0053,2005,0.625,50.0,80.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.971509589041098,32.88181917808219,27.59618082191781,2.2716794520547947,829.163,19116077.949315067,5.256309589041096,29.50651780821918,-2.9846301369863015,365.0,4.3349534246575345,1.518,7.482,268.3617479452055,248.296,330.072,365.0,0.38921739130434785,0.24,0.785,0.13635507781662118,46.0,29.144055555555553,16.5,51.179,12.159707087507012,36.0,4
wheat,IN,IN-01-0053,2006,0.333,10.0,30.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.740271232876715,33.06258356164384,27.575301369863016,1.487627397260274,542.984,19368495.1369863,5.395358904109589,30.51691506849315,-3.9077315068493146,365.0,4.8789780821917805,2.641,7.08,269.27925479452057,249.944,320.925,365.0,0.39232608695652177,0.263,0.564,0.09193090505563306,46.0,30.671305555555552,19.586,51.303,11.245440015070095,36.0,4
wheat,IN,IN-01-0053,2007,0.333,20.0,60.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.597934246575342,32.8392904109589,27.365449315068492,2.509380821917808,915.924,19141024.42808219,5.246057534246575,29.715476712328766,-2.7366767123287667,365.0,5.07074794520548,2.203,7.565,274.68496438356163,249.174,330.743,365.0,0.40328888888888886,0.236,0.665,0.12739534425313093,45.0,29.6755,18.394,53.466,11.078361708432212,36.0,4
wheat,IN,IN-01-0053,2008,0.667,80.0,120.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.613696721311474,32.84809836065574,27.352677595628414,2.3811475409836067,871.5,19444735.392076503,5.335245901639344,29.846838797814204,-2.954098360655738,366.0,5.067175342465753,2.829,7.793,272.81499452054794,250.188,337.916,365.0,0.38731111111111105,0.264,0.568,0.0866596850334745,45.0,31.479166666666668,18.169,56.113,12.061474535537872,36.0,4
wheat,IN,IN-01-0053,2009,1.333,80.0,60.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.006424657534243,33.437676712328766,27.85950410958904,2.1319479452054795,778.161,19594407.108219177,5.532065753424657,31.747509589041098,-3.4001178082191776,365.0,4.646331506849315,2.317,8.361,267.6978301369863,249.291,349.312,365.0,0.3750217391304348,0.248,0.583,0.10096654872457839,46.0,29.1185,18.544,53.02,11.383359613300208,36.0,4
wheat,IN,IN-01-0053,2010,1.5,30.0,20.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.507197260273973,33.21397808219178,27.942879452054793,2.566049315068493,936.608,18579944.266438358,5.153649315068494,30.162369863013698,-2.5875999999999997,365.0,5.013380821917808,2.448,7.883,275.3473150684932,249.535,337.773,365.0,0.42139130434782607,0.245,0.805,0.1357501754876491,46.0,31.216666666666665,18.129,56.133,11.229415583317646,36.0,4
wheat,IN,IN-01-0053,2011,1.0,20.0,20.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,22.77922191780822,33.66827397260274,27.716712328767123,1.5738,574.437,19469189.815068495,5.550186301369863,32.671446575342465,-3.976386301369863,365.0,4.853904109589041,2.823,6.992,267.7390904109589,250.129,312.373,365.0,0.42206666666666665,0.262,0.86,0.13238432343336234,45.0,33.1275,19.053,60.695,14.13833379655669,36.0,4
wheat,IN,IN-01-0053,2013,1.0,10.0,10.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.12501917808219,33.32588767123288,27.736383561643837,2.160780821917808,788.685,18862137.293150686,5.418235616438356,31.004035616438355,-3.257454794520548,365.0,4.333854794520548,1.679,7.879,265.65133424657535,248.568,336.484,365.0,0.3800681818181818,0.234,0.575,0.11183488612573832,44.0,29.319,15.94,57.353,13.243316748997804,36.0,4
wheat,IN,IN-01-0053,2014,0.741,200.0,270.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.338342465753428,33.91292876712328,28.185857534246576,1.6017150684931507,584.626,19221057.94109589,5.614465753424658,32.91141643835616,-4.012750684931507,365.0,4.320084931506849,1.984,6.854,260.28450958904114,248.875,300.325,365.0,0.3542,0.248,0.582,0.08483797391605845,45.0,27.098333333333333,15.998,47.461,9.97502524164368,36.0,4
wheat,IN,IN-01-0053,2016,2.0,0.0,0.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.687713114754096,34.27432513661202,28.7127868852459,1.4735792349726777,539.33,19392405.404371586,5.625890710382514,33.89517759562842,-4.152311475409836,366.0,4.374008196721311,2.146,6.834,260.959281420765,249.187,300.805,366.0,0.389,0.254,0.745,0.09489467845985886,43.0,28.70097222222222,18.586,51.269,8.643039219051564,36.0,4
wheat,IN,IN-01-0053,2017,0.714,10.0,10.0,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,23.856956164383565,34.47867671232877,28.825265753424656,1.99053698630137,726.546,19312426.73150685,5.579756164383562,34.13438082191781,-3.589219178082192,365.0,4.294794520547945,1.746,7.268,264.7823068493151,248.645,323.993,365.0,0.3991521739130435,0.237,0.645,0.11831107159448671,46.0,29.029666666666667,18.028,56.389,11.79502682126182,36.0,4
wheat,IN,IN-01-0503,2017,1.0,0.0,0.0,334.232,118.22,39.5,0.643,18.43824,83.24306,6152.0,13.127,1.346,4.0,22.539054794520545,32.53623835616438,26.969871232876713,3.5443342465753425,1293.682,17912191.504109588,4.250035616438356,25.65418082191781,-0.7057013698630138,365.0,4.10587397260274,2.405,7.222,205.04750958904108,170.049,299.35,365.0,0.5619767441860465,0.362,0.781,0.13265233621551115,43.0,45.56769444444445,28.035,64.794,11.600480930472404,36.0,4
wheat,IN,IN-01-0504,2001,0.5,10.0,20.0,279.373,82.967,91.4,0.519,15.81234,79.5604,17614.0,14.049,1.467,5.0,23.527616438356166,33.31215616438356,27.824528767123287,1.8633835616438357,680.135,18955307.32739726,5.161230136986301,28.688865753424658,-3.2978465753424655,365.0,,,,,,,,0.4101395348837209,0.241,0.613,0.10967214808895276,43.0,33.61141666666666,17.838,52.269,11.239007527039794,36.0,3
wheat,IN,IN-02-0902,2001,2.116,182000.0,86000.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,19.886802739726026,29.752736986301368,24.714186301369864,3.9358684931506853,1436.592,17478315.4,4.13666301369863,21.22011780821918,-0.20079452054794522,365.0,,,,,,,,0.45276315789473687,0.297,0.675,0.1026888331018141,38.0,38.68077777777778,27.194,53.361,8.452900368212118,36.0,3
wheat,IN,IN-02-0902,2002,1.862,162000.0,87000.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,20.113964383561644,29.53148219178082,24.765531506849314,2.8779369863013695,1050.447,17390169.942465752,4.076991780821918,19.88231506849315,-1.199054794520548,365.0,,,,,,,,0.45644999999999997,0.287,0.693,0.11950902766028887,40.0,40.449777777777776,27.507,59.164,10.415220617953077,36.0,3
wheat,IN,IN-02-0902,2003,1.426,129360.0,90700.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,19.8294602739726,29.227323287671233,24.452320547945206,4.136032876712329,1509.652,17378700.6630137,4.085095890410959,20.13346575342466,0.05093698630136987,365.0,5.288802395209581,2.811,7.803,260.1448982035928,163.239,387.78,334.0,0.464921052631579,0.318,0.745,0.11773065493904097,38.0,39.53211111111111,27.457,58.632,10.62273488535059,36.0,4
wheat,IN,IN-02-0902,2004,1.552,144180.0,92890.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,19.998071038251364,29.72453005464481,24.706950819672134,3.430510928961749,1255.567,17680457.18169399,4.173775956284153,20.91378142076503,-0.7432650273224043,366.0,4.999071038251366,3.002,6.421,243.40027322404373,174.315,300.28,366.0,0.4532857142857143,0.334,0.634,0.09082580982899317,35.0,37.963055555555556,26.866,54.383,8.643534604197999,36.0,4
wheat,IN,IN-02-0902,2005,1.3,111620.0,85850.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,20.43950684931507,30.54704109589041,25.315723287671233,2.888791780821918,1054.409,17999468.865753423,4.457915068493151,23.717046575342465,-1.5691232876712329,365.0,4.605871232876712,2.598,7.131,226.45013698630137,157.687,323.031,365.0,0.4520256410256411,0.277,0.678,0.12691905567588033,39.0,38.67161111111111,23.662,57.384,11.730788740447759,36.0,4
wheat,IN,IN-02-0902,2006,1.918,163880.0,85450.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,20.52949315068493,30.244446575342465,25.26735890410959,3.3163150684931506,1210.455,17954549.184246574,4.333832876712329,21.923000000000002,-1.017517808219178,365.0,4.55528493150685,2.83,6.535,222.32503287671233,166.569,300.028,365.0,0.46244444444444444,0.301,0.653,0.10294393604411074,36.0,40.5195,26.937,53.925,9.15508684362337,36.0,4
wheat,IN,IN-02-0902,2007,2.572,259630.0,100930.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,20.16455890410959,29.783213698630135,24.797224657534244,4.9268,1798.282,17231164.042465754,4.0838465753424655,21.227142465753424,0.8429534246575342,365.0,5.194854794520548,2.843,7.98,253.58674246575342,168.954,379.803,365.0,0.43763636363636366,0.26,0.666,0.09666398572562408,33.0,35.537444444444446,21.527,59.904,11.153552265519833,36.0,4
wheat,IN,IN-02-0902,2008,1.932,189230.0,97970.0,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,20.301513661202186,30.0821174863388,24.952360655737706,4.3163551912568305,1579.786,17301880.93442623,4.125469945355191,21.904128415300548,0.19088524590163936,366.0,5.081293150684932,2.955,7.0,247.5992767123288,169.53,333.51,365.0,0.46925,0.31,0.684,0.11649166125889501,36.0,40.96786111111111,26.516,61.151,11.5019516807311,36.0,4
