crop_name,country_code,adm_id,harvest_year,sos,eos,crop_area,crop_area_percentage,latitude,longitude,region_area,awc,bulk_density,drainage_class,avg_prec_z,yield_z
wheat,IN,IN-01-0052,2017,314.176,101.958,118.1,0.608,14.8756,77.34445,19428.0,13.38,1.604,4.0,0.6522436699645493,0.09222198517181532
wheat,IN,IN-01-0053,2001,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.5545275982663739,-0.22865711826887852
wheat,IN,IN-01-0053,2003,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.50636440340854,-1.2221539556670806
wheat,IN,IN-01-0053,2005,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.6882073210221544,-0.4770313276184291
wheat,IN,IN-01-0053,2006,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.1388297570869594,-1.0572334806589792
wheat,IN,IN-01-0053,2007,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.2421108706670434,-1.0572334806589792
wheat,IN,IN-01-0053,2008,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.9432953041728402,-0.39357759327698
wheat,IN,IN-01-0053,2009,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.362598016853361,0.9297601941374252
wheat,IN,IN-01-0053,2010,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,1.3741626107444385,1.2615881378284248
wheat,IN,IN-01-0053,2011,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.9380260740152947,0.26809130043022256
wheat,IN,IN-01-0053,2013,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.4297858196272198,0.26809130043022256
wheat,IN,IN-01-0053,2014,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-0.8729769935836288,-0.2465400613420462
wheat,IN,IN-01-0053,2016,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,-1.1715654832696547,2.255084975226627
wheat,IN,IN-01-0053,2017,297.812,95.229,45.5,0.297,14.66066,78.48131,15353.0,13.346,1.522,5.0,0.0330751700106443,-0.3001888905615492
wheat,IN,IN-02-0902,2001,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.5886296420737813,-0.15828991943417606
wheat,IN,IN-02-0902,2002,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.1986878458275008,-0.477084635906552
wheat,IN,IN-02-0902,2003,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.9267964334761497,-1.024307062607166
wheat,IN,IN-02-0902,2004,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.26514435583658663,-0.8661648016799242
wheat,IN,IN-02-0902,2005,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.1803492634631931,-1.1824493235344073
wheat,IN,IN-02-0902,2006,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.45807202378109696,-0.4067991866055559
wheat,IN,IN-02-0902,2007,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,2.262754290066153,0.4140344534453649
wheat,IN,IN-02-0902,2008,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,1.2314411332110737,-0.38922782428030683
wheat,IN,IN-02-0902,2009,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.10702662429900636,-0.6666043295574526
wheat,IN,IN-02-0902,2010,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.7011022119739896,0.27471865215231844
wheat,IN,IN-02-0902,2011,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.7828325447136544,2.265302984141248
wheat,IN,IN-02-0902,2012,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.890594573157258,0.9926343128696374
wheat,IN,IN-02-0902,2013,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.5537206092137128,1.6578358866112095
wheat,IN,IN-02-0902,2014,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.5746946692255823,-0.9703378783224722
wheat,IN,IN-02-0902,2015,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-1.4718781053696648,-0.8661648016799242
wheat,IN,IN-02-0902,2016,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,0.5272516832353901,0.6901558614135641
wheat,IN,IN-02-0902,2017,342.462,101.769,696.0,21.895,26.18638,85.30032,3179.0,15.556,1.474,5.0,-0.2399299116540475,0.712747612974599
wheat,IN,IN-02-0903,2001,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.0757515173086681,-1.4664800384707946
wheat,IN,IN-02-0903,2002,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-1.0540129604440542,-0.895129438105682
wheat,IN,IN-02-0903,2003,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.8896453781588357,-1.1360604141632595
wheat,IN,IN-02-0903,2004,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.0332877193290273,-0.5867377887519828
wheat,IN,IN-02-0903,2005,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-1.8445929695451617,-1.4169170948246643
wheat,IN,IN-02-0903,2006,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.13966996025772785,-0.36783478764824085
wheat,IN,IN-02-0903,2007,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,2.0628937886004164,0.6963917523089447
wheat,IN,IN-02-0903,2008,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.705432492958015,-0.027777924298402985
wheat,IN,IN-02-0903,2009,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.3770148626784696,-0.04429890551377975
wheat,IN,IN-02-0903,2010,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.7859648758207067,0.2544555047976165
wheat,IN,IN-02-0903,2011,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,1.114376022628397,2.151614847696713
wheat,IN,IN-02-0903,2012,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-1.1762574016920266,0.35633488895910626
wheat,IN,IN-02-0903,2013,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.6840222005081866,0.6605962930089614
wheat,IN,IN-02-0903,2014,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-0.6182285435770039,-0.8937526896710675
wheat,IN,IN-02-0903,2015,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,-1.189053096903582,1.0515928484395447
wheat,IN,IN-02-0903,2016,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.5104945396916557,0.48850273868212035
wheat,IN,IN-02-0903,2017,342.776,102.093,589.7,23.439,26.10284,85.96836,2516.0,16.037,1.471,5.0,0.07552136586313099,1.1755002075548702
wheat,IN,IN-02-0904,2001,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.20294304524965964,-0.08294826252749876
wheat,IN,IN-02-0904,2002,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.0689779984641312,-0.762043103050086
wheat,IN,IN-02-0904,2003,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.7669782919012978,-0.8958647333883604
wheat,IN,IN-02-0904,2004,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.09958163292311559,-1.269366895675783
wheat,IN,IN-02-0904,2005,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-2.0799531298874787,-2.1342141484589594
wheat,IN,IN-02-0904,2006,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7001379309505055,-0.6741602413353983
wheat,IN,IN-02-0904,2007,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,1.9587090583658913,0.4783036497867561
wheat,IN,IN-02-0904,2008,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.9420354913560944,1.2852281073488883
wheat,IN,IN-02-0904,2009,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.9348255508135528,-0.502389193438509
wheat,IN,IN-02-0904,2010,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.7833219055815399,0.0808334343044189
wheat,IN,IN-02-0904,2011,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.9184661264467563,1.6147888387789673
wheat,IN,IN-02-0904,2012,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-1.5762737972057586,0.38043409924085403
wheat,IN,IN-02-0904,2013,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.19887987712135413,0.957664713685053
wheat,IN,IN-02-0904,2014,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.6777307406608786,-0.10292164018992825
wheat,IN,IN-02-0904,2015,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,-0.4414164626816021,-0.3625755498015053
wheat,IN,IN-02-0904,2016,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.55286851834267,0.8218457455805356
wheat,IN,IN-02-0904,2017,343.443,102.512,320.7,19.236,25.85904,86.5533,1667.0,16.678,1.428,5.0,0.020454466482562186,1.1673851791405576
wheat,IN,IN-02-0905,2001,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.23960908832635208,-0.3786855308369586
wheat,IN,IN-02-0905,2002,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.015947100820644808,-0.5599152860211952
wheat,IN,IN-02-0905,2003,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.3470247978232923,-0.9263725115775564
wheat,IN,IN-02-0905,2004,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.48872584579771916,-1.0143222457110832
wheat,IN,IN-02-0905,2005,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.3627277375209532,-1.222203435481237
wheat,IN,IN-02-0905,2006,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.1443582356855735,-0.7558033302276864
wheat,IN,IN-02-0905,2007,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.789514554482954,-0.2920683684327279
wheat,IN,IN-02-0905,2008,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.4450216632738202,-0.010895733551301641
wheat,IN,IN-02-0905,2009,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,1.2943872237756944,0.34756606162928444
wheat,IN,IN-02-0905,2010,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.769428461520989,0.07172371366504166
wheat,IN,IN-02-0905,2011,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.9469099078021892,0.944558196353829
wheat,IN,IN-02-0905,2012,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-1.954820788765233,1.0351730739459475
wheat,IN,IN-02-0905,2013,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.20457609210445296,0.9845353482327044
wheat,IN,IN-02-0905,2014,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.32111407856328417,-1.7432389816359175
wheat,IN,IN-02-0905,2015,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.13635693238930344,2.0959001704654505
wheat,IN,IN-02-0905,2016,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,0.18032007334789463,0.6900369960583196
wheat,IN,IN-02-0905,2017,347.401,102.355,204.3,6.331,25.7488,87.10759,3227.0,16.715,1.422,5.0,-0.374859752248073,0.7340118631250834
wheat,IN,IN-02-0906,2001,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.2806881961997109,-0.5436179480085294
wheat,IN,IN-02-0906,2002,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.2723082701993551,-1.1273323787810368
wheat,IN,IN-02-0906,2003,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.7532969721694979,-0.5935408927456521
wheat,IN,IN-02-0906,2004,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.9409316837660766,-0.7337091606614187
wheat,IN,IN-02-0906,2005,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.4584991107150801,-1.5478371825283366
wheat,IN,IN-02-0906,2006,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.4622883055895259,-0.33432560276443957
wheat,IN,IN-02-0906,2007,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,2.5769402901133858,0.10154010705582063
wheat,IN,IN-02-0906,2008,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,1.7416791753003964,-0.005986235454904505
wheat,IN,IN-02-0906,2009,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.38648338621505285,-0.39192900053804275
wheat,IN,IN-02-0906,2010,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.8453385935490251,0.5086041179892801
wheat,IN,IN-02-0906,2011,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.09419253834318488,1.518583692286447
wheat,IN,IN-02-0906,2012,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-0.447271327374487,0.6622131787188874
wheat,IN,IN-02-0906,2013,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.30771708557456723,1.2056052310498728
wheat,IN,IN-02-0906,2014,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.013587254728612,-0.9583624119784692
wheat,IN,IN-02-0906,2015,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,-1.3875823654777524,-0.8028332379897419
wheat,IN,IN-02-0906,2016,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.4172815736652302,1.8546035126324634
wheat,IN,IN-02-0906,2017,341.744,101.837,473.8,17.934,25.93128,84.71212,2642.0,15.902,1.467,5.0,0.042494466248987665,1.1883242117177912
wheat,IN,IN-02-0907,2001,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.06774732090089874,-0.030374801023620283
wheat,IN,IN-02-0907,2002,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7136618384948065,-0.13048766562188097
wheat,IN,IN-02-0907,2003,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.483289517454904,-0.16737135257913555
wheat,IN,IN-02-0907,2004,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7199430564990104,-1.4091221468066857
wheat,IN,IN-02-0907,2005,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.8311355863283344,-0.9507106089093862
wheat,IN,IN-02-0907,2006,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.17796032084630853,-0.9032887256786316
wheat,IN,IN-02-0907,2007,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,2.481196048678434,-0.5081063654223389
wheat,IN,IN-02-0907,2008,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,1.5227654278625335,-0.3798916440947418
wheat,IN,IN-02-0907,2009,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.41177212254221596,-1.1860636590175784
wheat,IN,IN-02-0907,2010,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.883160598632806,-0.573091909108929
wheat,IN,IN-02-0907,2011,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.2541633225942684,1.748824003152488
wheat,IN,IN-02-0907,2012,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.7330251854895128,1.5907510590499712
wheat,IN,IN-02-0907,2013,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.21350996193953029,0.26645106067999513
wheat,IN,IN-02-0907,2014,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.6201073662099442,0.2559128644064936
wheat,IN,IN-02-0907,2015,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-1.1758130525679544,-0.46419721428275096
wheat,IN,IN-02-0907,2016,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,0.33239723805571,1.160441377882008
wheat,IN,IN-02-0907,2017,340.031,101.2,463.2,14.496,25.50727,85.32786,3195.0,16.024,1.479,4.0,-0.3089157097662061,1.6803257273747303
wheat,IN,IN-02-0908,2001,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.45495737020448024,-0.786885689567868
wheat,IN,IN-02-0908,2002,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6859492469327989,-1.6119558547746304
wheat,IN,IN-02-0908,2003,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.2589356154081512,-0.3844617609498635
wheat,IN,IN-02-0908,2004,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.5351739833249314,-0.2530167591399627
wheat,IN,IN-02-0908,2005,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.7589780178334085,-1.2398653881127573
wheat,IN,IN-02-0908,2006,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.6829077658966765,-0.3136836830522247
wheat,IN,IN-02-0908,2007,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,2.5295217203864664,0.6569870995439671
wheat,IN,IN-02-0908,2008,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.5518106399946033,-0.72015207326438
wheat,IN,IN-02-0908,2009,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,1.0158339951428632,-0.02046021747629189
wheat,IN,IN-02-0908,2010,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.8784577805889705,-0.40266183812354234
wheat,IN,IN-02-0908,2011,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.693735414774011,1.7206804988056263
wheat,IN,IN-02-0908,2012,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-1.4175013712304023,1.247478492289983
wheat,IN,IN-02-0908,2013,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.24857853529489737,0.966388411496503
wheat,IN,IN-02-0908,2014,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,-0.3046049114376607,-0.760596689205888
wheat,IN,IN-02-0908,2015,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.361777844933347,-0.6230849950047608
wheat,IN,IN-02-0908,2016,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.30722259983344985,0.9340327187432966
wheat,IN,IN-02-0908,2017,342.09,102.0,283.5,20.108,25.32478,86.48206,1410.0,15.952,1.475,4.0,0.17792318562146595,1.5912577277928006
wheat,IN,IN-02-0909,2001,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.2306643219913201,-0.5088082884510674
wheat,IN,IN-02-0909,2002,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.5819596386878576,-0.8055340062602661
wheat,IN,IN-02-0909,2003,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.8134990014782448,-0.47404544284998995
wheat,IN,IN-02-0909,2004,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.1463028515087369,-1.0625307576682332
wheat,IN,IN-02-0909,2005,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-1.329549439158012,-0.6391689594551089
wheat,IN,IN-02-0909,2006,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-1.0021597559550905,-0.5882662212535307
wheat,IN,IN-02-0909,2007,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,2.1609013600114815,-0.06309894663725049
wheat,IN,IN-02-0909,2008,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,0.7380236426686406,-1.8024827568911719
wheat,IN,IN-02-0909,2009,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,1.2048653497657573,0.2994278717739883
wheat,IN,IN-02-0909,2010,345.109,101.97,509.9,19.956,25.37059,87.01396,2555.0,16.108,1.471,4.0,-0.9746902730703934,0.530352488981147
