crop_name,country_code,adm_id,harvest_year,latitude,longitude,awc,bulk_density,drainage_class,region_area,crop_area,crop_area_percentage,sos,eos,yield,production,harvest_area,avg_tmin,avg_tmax,avg_tavg,avg_rad,avg_et0,avg_vpd,avg_cwb,avg_ssm,avg_rsm,avg_ndvi,avg_fpar
wheat,IN,IN-01-0052,2011,14.8756,77.34445,13.38,1.604,4,19428,118.1,0.608,314.176,101.958,1.25,100,80,19.7757039473684,32.2661315789473,25.8218157894736,20563561.0625,5.35228289473684,33.8020263157894,-5.01160526315789,4.92782236842105,282.823256578947,0.384315789473684,35.1845
wheat,IN,IN-01-0052,2012,14.8756,77.34445,13.38,1.604,4,19428,118.1,0.608,314.176,101.958,1.154,150,130,19.9535592105263,32.8583355263157,26.1946447368421,21130824.5657894,5.53898026315789,36.0077236842105,-5.41056578947368,3.87420394736842,267.943144736842,0.33678947368421,31.7425333333333
wheat,IN,IN-01-0052,2013,14.8756,77.34445,13.38,1.604,4,19428,118.1,0.608,314.176,101.958,0.667,40,60,20.5787777777777,32.941339869281,26.5610980392156,20909232.3986928,5.50412418300653,34.9571241830065,-5.31286274509803,2.91424836601307,263.30779738562,0.354473684210526,33.3006874999999
wheat,IN,IN-01-0052,2015,14.8756,77.34445,13.38,1.604,4,19428,118.1,0.608,314.176,101.958,0.5,10,20,20.1993289473684,32.0980197368421,26.01375,20333369.8618421,5.22505921052631,32.3799539473684,-4.54074342105263,3.46841447368421,265.171131578947,0.343315789473684,31.9675
wheat,IN,IN-01-0052,2017,14.8756,77.34445,13.38,1.604,4,19428,118.1,0.608,314.176,101.958,0.75,10,10,20.8127516339869,33.5305751633986,27.1365947712418,20986748.0261437,5.67469934640522,38.0371437908496,-5.44041830065359,2.9498954248366,262.715307189542,0.322526315789473,28.7175
wheat,IN,IN-01-0053,2003,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.25,10,40,19.9640184049079,31.6410184049079,25.5778282208588,19222421.5644171,4.78663803680981,28.6314969325153,-4.03231288343558,3.37025,252.835375,0.37065,32.5915625
wheat,IN,IN-01-0053,2005,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.625,50,80,20.1313902439024,32.1275792682926,25.9360609756097,19576283.7195121,4.88464024390243,29.998,-4.28991463414634,3.90157926829268,260.346768292682,0.37085,32.521625
wheat,IN,IN-01-0053,2006,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.333,10,30,19.4183190184049,30.7642331288343,24.921680981595,18999110.4233128,4.42093865030674,26.6294662576687,-2.55295092024539,5.37343558282208,283.060797546012,0.443999999999999,39.92875
wheat,IN,IN-01-0053,2007,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.333,20,60,19.930435582822,31.6064478527607,25.5153006134969,19197078.4601227,4.77588343558282,28.5808220858895,-3.82018404907975,4.74987730061349,270.431257668711,0.382699999999999,34.0638125
wheat,IN,IN-01-0053,2008,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.667,80,120,19.8267975460122,31.0326503067484,25.1135889570552,18464952.3849693,4.4083680981595,26.2678711656441,-2.8432208588957,5.42552147239263,280.116104294478,0.43375,38.9195
wheat,IN,IN-01-0053,2009,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,1.333,80,60,19.5224024390243,31.9185853658536,25.5194634146341,19841896.9664634,4.79116463414634,30.4210487804878,-3.38535365853658,4.86984146341463,274.029737804878,0.407549999999999,37.9514375
wheat,IN,IN-01-0053,2010,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,1.5,30,20,21.006,32.2970674846625,26.2411104294478,18748961.9570552,4.77863190184049,29.9480552147239,-3.72640490797546,5.02938036809816,275.067595092024,0.415549999999999,36.860375
wheat,IN,IN-01-0053,2011,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,1.0,20,20,19.9629938650306,31.7576687116564,25.4447791411042,18875014.934049,4.68953374233128,29.2785153374233,-3.29037423312883,5.40328834355828,284.379098159509,0.4709,42.0960625
wheat,IN,IN-01-0053,2013,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,1.0,10,10,20.5503414634146,32.6836585365853,26.1449512195121,19712133.4359756,5.01861585365853,31.2040243902439,-3.99047560975609,4.11593292682926,260.621615853658,0.402599999999999,37.2666875
wheat,IN,IN-01-0053,2014,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.741,200,270,20.2771411042944,32.2182576687116,25.8316073619631,19246695.9601227,4.97042944785276,30.5195950920245,-4.57571165644171,4.56217791411042,266.941055214723,0.4164,38.39925
wheat,IN,IN-01-0053,2016,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,2.0,0,0,21.2146134969325,32.6746257668711,26.6258343558282,18785322.0061349,4.79369938650306,29.9102822085889,-3.05130061349693,4.70552147239263,271.733895705521,0.435649999999999,40.1608125
wheat,IN,IN-01-0053,2017,14.66066,78.48131,13.346,1.522,5,15353,45.5,0.297,297.812,95.229,0.714,10,10,21.1110670731707,33.7830975609756,27.2235853658536,20069100.3262195,5.29216463414634,35.8705609756097,-4.76298780487804,3.66806097560975,254.610804878048,0.3629,31.002625
wheat,IN,IN-01-0503,2017,18.43824,83.24306,13.127,1.346,4,6152,39.5,0.643,334.232,118.22,1.0,0,0,20.19502,33.3223333333333,26.0244666666666,19890335.9466666,4.65991333333333,32.90244,-4.31332666666666,3.36308666666666,183.042053333333,0.477684210526315,41.3119333333333
wheat,IN,IN-02-0902,2003,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.426,129360,90700,13.5327016129032,24.9952983870967,19.2282338709677,17266174.6290322,3.39670161290322,18.4492822580645,-2.4883629032258,3.92924285714285,196.453942857142,0.495357142857142,45.9834615384615
wheat,IN,IN-02-0902,2004,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.552,144180,92890,14.0705322580645,25.9943225806451,20.0284838709677,17641447.2943548,3.63113709677419,20.3904274193548,-3.1928629032258,5.12895967741935,251.822370967741,0.473090909090909,42.44475
wheat,IN,IN-02-0902,2005,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.3,111620,85850,15.15868,26.942928,20.89896,16996409.8,3.799072,22.038216,-3.279888,4.34107999999999,214.982288,0.495307692307692,43.9873846153846
wheat,IN,IN-02-0902,2006,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.918,163880,85450,14.7282983870967,28.1513870967741,21.267814516129,18176935.8387096,4.16115322580645,25.6520322580645,-4.04519354838709,4.12322580645161,207.284403225806,0.445714285714285,42.3125384615384
wheat,IN,IN-02-0902,2007,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,2.572,259630,100930,13.8571532258064,26.1725725806451,19.96475,17574680.9516129,3.66112096774193,21.3195241935483,-2.952,4.1863629032258,207.609120967741,0.509818181818181,47.7023846153846
wheat,IN,IN-02-0902,2008,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.932,189230,97970,13.8906693548387,26.7251854838709,20.023064516129,17725880.1975806,3.85066935483871,23.1240241935483,-3.59295161290322,4.44310483870967,220.31089516129,0.485916666666666,46.7858333333333
wheat,IN,IN-02-0902,2009,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.711,175430,102520,15.008256,27.634104,21.140744,17918571.744,3.961744,23.928592,-3.931392,4.147256,209.482744,0.503545454545454,47.0884615384615
wheat,IN,IN-02-0902,2010,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,2.461,231450,94060,14.4391693548387,27.8580161290322,20.8397258064516,18370364.8306451,4.22647580645161,26.235629032258,-4.0938064516129,3.65133870967741,188.175604838709,0.48490909090909,44.181
wheat,IN,IN-02-0902,2011,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,4.047,354030,87490,13.1997741935483,26.5779032258064,19.6655887096774,18101118.1330645,3.88279032258064,22.8292419354838,-3.68231451612903,3.51692741935483,183.444604838709,0.509727272727272,47.4092307692307
wheat,IN,IN-02-0902,2012,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,3.033,284590,93840,13.4355806451612,26.169564516129,19.6247177419354,17570016.282258,3.86413709677419,22.2615967741935,-3.38712903225806,3.87394354838709,196.926233870967,0.509636363636363,47.4003333333333
wheat,IN,IN-02-0902,2013,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,3.563,330380,92730,13.590064,26.250952,19.775328,17966179.216,3.858912,22.203832,-3.469544,3.49217599999999,181.559479999999,0.5481,49.6166153846153
wheat,IN,IN-02-0902,2014,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.469,129820,88360,13.9926774193548,25.7578709677419,19.6198951612903,17307448.8104838,3.74833064516129,20.8075161290322,-3.25037903225806,4.10199999999999,204.751209677419,0.5555,50.6448461538461
wheat,IN,IN-02-0902,2015,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,1.552,124270,80080,14.4514032258064,25.6965967741935,19.9125322580645,16667973.5806451,3.54789516129032,19.3671209677419,-2.98295161290322,3.90224193548387,195.457766129032,0.4893,50.0746923076923
wheat,IN,IN-02-0902,2016,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,2.792,257330,92180,14.7075403225806,27.5831129032258,20.9746209677419,17174265.6330645,3.8914193548387,23.6897661290322,-3.61048387096774,3.36089516129032,176.448830645161,0.478142857142857,45.9675
wheat,IN,IN-02-0902,2017,26.18638,85.30032,15.556,1.474,5,3179,696.0,21.895,342.462,101.769,2.81,258180,91870,14.273352,26.652704,20.048072,17326398.84,3.58776799999999,20.3024959999999,-3.24977599999999,3.674992,187.481951999999,0.56075,51.4963076923076
wheat,IN,IN-02-0903,2003,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,1.325,97350,73490,13.500856,25.0043839999999,19.2362799999999,17249073.88,3.36856,18.066888,-2.486256,3.9559014084507,197.217436619718,0.49725,45.7325384615384
wheat,IN,IN-02-0903,2004,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,1.724,120070,69650,14.0634719999999,25.926904,19.98316,17512661.304,3.5804,19.7685199999999,-3.11547999999999,5.073272,247.217896,0.450923076923076,40.316
wheat,IN,IN-02-0903,2005,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,1.121,71760,64030,15.1947619047619,26.8876031746031,20.9258333333333,17077406.6825396,3.78341269841269,21.6055952380952,-3.27822222222222,4.36265873015873,215.188182539682,0.473928571428571,44.4177692307692
wheat,IN,IN-02-0903,2006,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,1.883,126520,67180,14.8062879999999,28.108656,21.2472559999999,18279713.96,4.126624,25.249512,-4.048952,4.113992,206.328744,0.416928571428571,40.5731538461538
wheat,IN,IN-02-0903,2007,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.656,196300,73900,13.899824,26.284368,20.044288,17694484.4,3.65563199999999,21.3359679999999,-2.980856,4.144912,205.213352,0.494090909090909,46.6382307692307
wheat,IN,IN-02-0903,2008,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.13,169870,79760,13.978496,26.73108,20.065888,17735976.314,3.79872,22.743216,-3.434112,4.39216,216.438487999999,0.478727272727272,45.7751538461538
wheat,IN,IN-02-0903,2009,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.118,171810,81130,15.0895873015872,27.5573888888888,21.0946349206349,17979980.595238,3.90261111111111,23.1747539682539,-3.8627619047619,4.05642857142857,204.573238095238,0.466272727272727,45.3317692307692
wheat,IN,IN-02-0903,2010,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.335,142410,60980,14.504,27.978712,20.931112,18533320.416,4.202896,26.065504,-4.11644,3.632968,187.125879999999,0.5002,45.9373846153846
wheat,IN,IN-02-0903,2011,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,3.713,222610,59950,13.3309439999999,26.674392,19.8082639999999,18139747.52,3.878128,22.7063119999999,-3.691912,3.493584,182.454632,0.490363636363636,47.225923076923
wheat,IN,IN-02-0903,2012,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.409,143120,59400,13.4352,26.109288,19.593008,17597772.948,3.795456,21.6444159999999,-3.364608,3.82612,194.283992,0.500727272727272,44.8003846153846
wheat,IN,IN-02-0903,2013,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.63,156210,59390,13.6676904761904,26.4179761904761,19.907992063492,18051065.7222222,3.86370634920635,22.3123492063492,-3.55427777777777,3.40436507936507,178.827984126984,0.557333333333333,49.3806923076923
wheat,IN,IN-02-0903,2014,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,1.501,89180,59400,14.0492639999999,25.95708,19.735624,17420952.624,3.76189599999999,21.077024,-3.32022399999999,3.940368,197.627512,0.548555555555555,48.8618461538461
wheat,IN,IN-02-0903,2015,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.914,172950,59350,14.55532,25.813336,20.0028719999999,16804699.716,3.543528,18.999552,-2.708056,3.877616,193.620671999999,0.480555555555555,50.4177692307692
wheat,IN,IN-02-0903,2016,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,2.505,150010,59880,14.566176,27.40552,20.884104,17108604.356,3.83454399999999,22.9446239999999,-3.44291199999999,3.356696,176.273063999999,0.503749999999999,47.1511538461538
wheat,IN,IN-02-0903,2017,26.10284,85.96836,16.037,1.471,5,2516,589.7,23.439,342.776,102.093,3.004,173990,57920,14.1724682539682,26.5384523809523,19.9536507936507,17256683.0396825,3.51081746031746,19.6504682539682,-3.16399999999999,3.61441269841269,184.73073015873,0.564181818181818,51.5183846153846
wheat,IN,IN-02-0904,2003,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,1.813,79240,43710,13.9635564516129,25.180629032258,19.4529193548387,17317344.0524193,3.39045967741935,17.9964838709677,-2.47814516129032,3.87281690140845,190.350014084507,0.447999999999999,40.5482307692307
wheat,IN,IN-02-0904,2004,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,1.626,71700,44090,14.6105967741935,26.2331774193548,20.2769596774193,17496949.7298387,3.6394193548387,20.2737177419354,-3.20189516129032,4.79127419354838,231.102612903225,0.438166666666666,35.5918461538461
wheat,IN,IN-02-0904,2005,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,1.193,27810,23310,15.6275359999999,26.981336,21.113944,17161683.968,3.76781599999999,21.288728,-3.20660799999999,4.221064,206.333432,0.454999999999999,40.5793076923076
wheat,IN,IN-02-0904,2006,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,1.924,82010,42620,15.3007983870967,28.2177016129032,21.4090403225806,18323820.5080645,4.13535483870967,25.1515,-4.08604032258064,3.91001612903225,194.984483870967,0.414142857142857,36.0713846153846
wheat,IN,IN-02-0904,2007,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.501,79920,31950,14.4114193548387,26.7723306451612,20.4028064516129,17834163.0524193,3.75631451612903,22.3705241935483,-3.24693548387096,3.97312096774193,194.769814516129,0.459666666666666,41.411923076923
wheat,IN,IN-02-0904,2008,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.905,95350,32820,14.4699193548387,26.8762741935483,20.2840322580645,17814910.9133064,3.81026612903225,22.6721854838709,-3.25219354838709,4.22145967741935,205.685758064516,0.435727272727272,40.6815384615384
wheat,IN,IN-02-0904,2009,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.01,84600,42100,15.620984,27.790936,21.3745999999999,18044254.82,3.941096,23.4116079999999,-3.878824,3.861968,193.204128,0.4732,40.130923076923
wheat,IN,IN-02-0904,2010,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.302,101690,44180,15.0208951612903,28.229129032258,21.1931612903225,18709093.7419354,4.24884677419354,26.3829274193548,-4.217,3.52601612903225,179.85429032258,0.4772,38.6041538461538
wheat,IN,IN-02-0904,2011,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,3.07,148820,48470,13.9012741935483,26.7899838709677,20.0358629032258,18199360.7903225,3.88183870967741,22.5292741935483,-3.67334677419354,3.36545161290322,174.121330645161,0.469916666666666,42.3021538461538
wheat,IN,IN-02-0904,2012,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.452,111400,45440,13.7986129032258,26.1973629032258,19.7056048387096,17595715.3709677,3.75859677419354,21.4213225806451,-3.30638709677419,3.64029032258064,183.367725806451,0.45375,41.7415384615384
wheat,IN,IN-02-0904,2013,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.741,117770,42970,14.150888,26.596624,20.08512,18149426.976,3.887672,22.267304,-3.621976,3.28644,172.116439999999,0.530111111111111,41.8044615384615
wheat,IN,IN-02-0904,2014,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.21,110990,50220,14.361064516129,26.081379032258,19.8301209677419,17554642.5040322,3.76339516129032,20.913443548387,-3.26624193548387,3.71250806451612,185.138282258064,0.536888888888889,43.8353076923076
wheat,IN,IN-02-0904,2015,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.08,103650,49840,14.9163870967741,25.8966854838709,20.1607580645161,16901028.2741935,3.526,18.6117419354838,-2.54083064516129,3.73153225806451,184.440830645161,0.5267,46.4776153846153
wheat,IN,IN-02-0904,2016,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.673,133000,49760,14.9150483870967,27.3432741935483,20.9655241935483,17119900.0282258,3.76666129032258,22.2173225806451,-3.34498387096774,3.33587096774193,172.047975806451,0.52175,45.5711538461538
wheat,IN,IN-02-0904,2017,25.85904,86.5533,16.678,1.428,5,1667,320.7,19.236,343.443,102.512,2.846,140530,49380,14.50092,26.500912,20.0631039999999,17132397.18,3.457016,19.0972319999999,-3.067152,3.490528,176.7832,0.5596,49.4116923076923
wheat,IN,IN-02-0905,2003,25.7488,87.10759,16.715,1.422,5,3227,204.3,6.331,347.401,102.355,1.216,71460,58780,14.2865666666666,25.5743749999999,19.7940333333333,17376024.35,3.46427499999999,18.5931916666666,-2.59586666666666,4.177,202.721633802816,0.509333333333333,43.0481666666666
wheat,IN,IN-02-0905,2004,25.7488,87.10759,16.715,1.422,5,3227,204.3,6.331,347.401,102.355,1.15,59650,51860,14.7978416666666,26.516525,20.5061,17440049.3166666,3.67589166666666,20.6375166666666,-3.24072499999999,5.27985833333333,255.960583333333,0.475857142857142,38.3407499999999
wheat,IN,IN-02-0905,2005,25.7488,87.10759,16.715,1.422,5,3227,204.3,6.331,347.401,102.355,0.994,36020,36220,15.8096776859504,27.1682561983471,21.310214876033,17322382.5867768,3.81772727272727,21.3894628099173,-3.1964214876033,4.87087603305785,236.880157024793,0.4815,42.4185833333333
wheat,IN,IN-02-0905,2006,25.7488,87.10759,16.715,1.422,5,3227,204.3,6.331,347.401,102.355,1.344,62220,46300,15.487725,28.4099833333333,21.5659083333333,18268805.125,4.10771666666666,25.1193166666666,-4.02789166666666,4.29554166666666,211.990025,0.456384615384615,40.0701666666666
