crop_name,country_code,adm_id,harvest_year,yield,production,harvest_area,sos,eos,awc,bulk_density,drainage_class,latitude,longitude,region_area,crop_area,crop_area_percentage,avg_tmin,avg_tmax,avg_tavg,avg_rad,avg_et0,avg_vpd,avg_cwb,avg_ssm,avg_rsm,avg_ndvi,avg_fpar
wheat,IN,IN-14-0002,2004,1.545,1700.0,1100.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.56757142857143,28.999721804511275,22.064744360902257,19734021.66917293,4.280992481203008,27.730225563909777,-2.955466165413534,4.084308270676692,205.5718120300752,0.35331250000000003,26.94884615384615
wheat,IN,IN-14-0002,2005,1.545,1700.0,1100.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.139507462686566,30.247582089552232,23.040141791044775,20146415.574626867,4.439835820895523,30.32041044776119,-3.899753731343283,3.506544776119403,181.7813656716418,0.3277058823529412,25.311461538461536
wheat,IN,IN-14-0002,2006,1.663,1630.0,980.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.537969924812028,30.028624060150374,22.484338345864664,20379920.90225564,4.426977443609022,30.610496240601506,-3.815451127819549,3.8313909774436095,195.34123308270676,0.33341176470588235,26.336230769230767
wheat,IN,IN-14-0002,2007,2.092,1820.0,870.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.876488721804513,29.911992481203008,22.730902255639098,20393052.03007519,4.4265037593984955,29.89175939849624,-4.149157894736842,3.7715263157894734,194.06215789473683,0.31517647058823534,24.90123076923077
wheat,IN,IN-14-0002,2008,1.944,1730.0,890.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.890330827067668,29.255436090225565,22.3342030075188,19374405.112781953,4.173887218045113,27.180548872180452,-3.2003609022556394,3.98921052631579,200.6441353383459,0.3294705882352941,25.48038461538462
wheat,IN,IN-14-0002,2009,2.012,1650.0,820.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.45066417910448,31.490701492537305,23.84335074626866,20763266.91791045,4.573,34.54691791044776,-4.497641791044777,3.4338358208955224,180.91180597014926,0.3028235294117647,24.173846153846156
wheat,IN,IN-14-0002,2010,2.0,1760.0,880.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.76578195488722,30.415285714285712,23.2460977443609,19938905.44736842,4.482721804511278,30.52657142857143,-4.142045112781955,3.411390977443609,179.57536090225565,0.3255294117647059,25.660999999999998
wheat,IN,IN-14-0002,2011,2.0,860.0,430.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.584052631578945,29.303007518796996,22.049827067669177,20188014.16917293,4.294992481203007,28.373984962406016,-3.4175789473684204,4.071977443609024,207.92945112781956,0.36635294117647055,29.51238461538461
wheat,IN,IN-14-0002,2012,2.2,880.0,400.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.069691729323306,30.670684210526314,23.0279022556391,20429380.09774436,4.603842105263158,32.75786466165414,-4.197263157894738,3.3233157894736842,177.18567669172936,0.3105882352941176,25.522538461538463
wheat,IN,IN-14-0002,2013,2.143,750.0,350.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.719761194029847,30.736365671641796,23.420291044776118,20072533.30597015,4.4469701492537315,32.039380597014926,-4.336417910447761,3.650097014925373,190.88203731343282,0.33887500000000004,28.436538461538458
wheat,IN,IN-14-0002,2014,2.296,620.0,270.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.10233082706767,29.555969924812032,22.482887218045114,19895631.864661653,4.292022556390977,28.656300751879694,-3.9040150375939846,4.096406015037594,208.76047368421052,0.36917647058823533,30.20838461538462
wheat,IN,IN-14-0002,2015,2.467,740.0,300.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,15.994646616541354,29.435639097744357,22.458646616541355,19605221.20300752,4.210135338345864,28.056466165413532,-3.9376541353383465,3.7281353383458646,191.20975939849626,0.3480625,28.692307692307693
wheat,IN,IN-14-0002,2016,2.48,610.0,250.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,17.679503759398496,31.189954887218054,24.261954887218042,19697723.60526316,4.492308270676692,31.27794736842105,-4.159661654135339,3.4416766917293233,180.7821954887218,0.33281249999999996,28.23884615384615
wheat,IN,IN-14-0002,2017,1.949,850.0,440.0,339.96,107.284,10.745,1.573,4.0,19.22685,81.9142,5396.0,0.8,0.014,16.559955223880593,31.04669402985075,23.651194029850746,20675794.768656716,4.7152761194029855,33.35770149253731,-4.524074626865673,3.4509701492537315,181.68999253731346,0.3458823529411765,29.728846153846156
wheat,IN,IN-14-0003,2003,1.243,12380.0,9960.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.851191999999998,30.499959999999994,23.630608,19142728.256,4.345799999999999,31.734543999999996,-4.015984,4.163867647058824,275.5482352941176,0.3113125,27.650333333333336
wheat,IN,IN-14-0003,2004,1.041,9450.0,9080.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.007568,29.242391999999995,22.468832000000003,19302505.468,4.145864,28.808248,-3.386168,6.3293040000000005,324.590504,0.3823125,32.99475
wheat,IN,IN-14-0003,2005,1.041,9450.0,9080.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.718682539682536,30.020373015873012,23.381238095238093,19146954.88095238,4.255746031746032,30.35993650793651,-3.4709047619047615,5.207650793650794,290.801873015873,0.3355,28.45691666666666
wheat,IN,IN-14-0003,2006,0.931,8150.0,8750.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,15.795784,30.101431999999996,22.959184,19710676.008,4.30032,31.430384,-4.023136,5.560896000000001,294.371848,0.330125,28.12441666666666
wheat,IN,IN-14-0003,2007,1.125,9800.0,8710.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.435072000000005,29.971696,23.196295999999997,19516414.808,4.248408000000001,30.27314399999999,-4.052296,5.716688,299.4992,0.319875,27.34033333333333
wheat,IN,IN-14-0003,2008,1.004,8270.0,8240.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,15.974952,29.109552000000008,22.393,18772290.036,3.9955679999999996,27.378880000000002,-3.3776719999999996,5.831399999999999,299.35202400000003,0.3354375,28.089333333333332
wheat,IN,IN-14-0003,2009,1.405,11970.0,8520.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,17.255571428571432,31.771857142857147,24.4756746031746,19758001.45238095,4.449174603174604,35.67607936507937,-4.362253968253969,4.86361111111111,287.2055,0.29424999999999996,24.74891666666667
wheat,IN,IN-14-0003,2010,1.349,11600.0,8600.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,17.075823999999997,30.836031999999996,23.906352,19470046.156,4.456207999999998,33.578008000000004,-4.364807999999999,4.813832000000001,285.8275359999999,0.3469375,30.204833333333337
wheat,IN,IN-14-0003,2011,1.742,5400.0,3100.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.128295999999995,29.535847999999998,22.593568,19319830.03,4.25404,30.10456,-3.284176,5.398560000000001,295.957408,0.344375,29.22683333333333
wheat,IN,IN-14-0003,2012,1.837,5420.0,2950.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,15.884984000000001,29.537551999999998,22.545664,19363065.02,4.2169360000000005,29.938607999999995,-3.5567279999999997,5.247984,292.5513680000001,0.32085714285714284,28.472249999999992
wheat,IN,IN-14-0003,2013,1.786,4500.0,2520.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.543738095238094,30.142150793650796,23.206238095238096,19336139.412698414,4.153706349206349,30.058357142857137,-3.8061825396825393,5.683428571428573,301.33744444444443,0.336125,29.18025
wheat,IN,IN-14-0003,2014,2.042,8310.0,4070.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.437376,29.347976000000003,22.731376000000004,19013652.976,4.104608,28.185511999999996,-3.7962640000000007,6.316239999999999,318.843496,0.353875,30.93625
wheat,IN,IN-14-0003,2015,1.926,5760.0,2990.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.248088000000003,29.081695999999997,22.452968000000006,18978497.812,4.055840000000001,27.060127999999995,-3.762072,5.542928,294.5051440000001,0.3354375,29.148999999999997
wheat,IN,IN-14-0003,2016,2.097,6190.0,2950.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,17.905120000000004,30.686776000000002,24.200504000000002,18533833.472,4.155776,29.728623999999996,-3.785,4.884632000000001,281.82714400000003,0.32857142857142857,26.65716666666667
wheat,IN,IN-14-0003,2017,1.725,7440.0,4320.0,339.218,99.863,10.71,1.592,4.0,21.46568,81.8051,2903.0,9.9,0.341,16.45940476190476,30.198912698412695,23.19978571428571,19803794.563492063,4.390269841269842,31.06931746031746,-4.252166666666667,5.153674603174602,290.4841587301587,0.31956249999999997,28.290916666666664
wheat,IN,IN-14-0004,2003,1.016,13500.0,13290.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.310859375,29.7715,22.7572578125,19078382.31640625,4.4345625,30.888625,-3.7863359375000005,3.222958333333333,171.67508333333333,0.3285,27.196923076923074
wheat,IN,IN-14-0004,2004,0.843,10880.0,12900.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.84540625,29.46296875,22.4884296875,19330202.3203125,4.386429687500001,31.210890624999998,-3.8690156250000003,4.027625,205.729546875,0.397625,33.39915384615385
wheat,IN,IN-14-0004,2005,0.843,10880.0,12900.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.439837209302322,29.389054263565892,22.737666666666666,19095909.49612403,4.379627906976744,30.03184496124031,-3.599782945736434,3.441806201550388,180.68048837209304,0.36675,30.071692307692306
wheat,IN,IN-14-0004,2006,0.9,11130.0,12370.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.940375,29.804242187499998,22.630796875,19594163.0234375,4.4842109375,31.9586171875,-3.9776406250000003,3.4252421875000003,180.1427265625,0.34600000000000003,28.76707692307692
wheat,IN,IN-14-0004,2007,1.096,13520.0,12340.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.163734375,29.49815625,22.6203828125,19392229.109375,4.4013906249999994,30.429593750000002,-3.9660312500000003,3.460828125,181.53378125,0.3495,29.660692307692308
wheat,IN,IN-14-0004,2008,1.034,13260.0,12830.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.773710937499999,28.940867187499997,22.035023437499998,18792514.5,4.2364921875,28.7957734375,-3.649796875,3.4132499999999997,179.1428984375,0.3569375,29.893461538461548
wheat,IN,IN-14-0004,2009,1.146,21850.0,19060.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,17.074186046511624,31.36662015503876,24.0232015503876,19492227.434108526,4.719744186046512,35.93967441860466,-4.600348837209302,3.1010620155038757,171.7600387596899,0.34125,28.777538461538462
wheat,IN,IN-14-0004,2010,1.193,23500.0,19700.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.644625,30.561796875,23.425171875,19366246.65625,4.5712656250000006,34.5537421875,-4.339609375,3.0937578125,172.5488046875,0.35968750000000005,30.842461538461535
wheat,IN,IN-14-0004,2011,1.433,11350.0,7920.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.971265625000001,29.942421874999997,22.679421875,19238677.037109375,4.53484375,33.247,-4.1128359375,3.1523359375,173.0899921875,0.3669375,31.469923076923074
wheat,IN,IN-14-0004,2012,1.507,12400.0,8230.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.709742187500002,29.224703124999998,22.114335937499998,19245786.265625,4.4101796875,30.7613203125,-3.6803124999999994,3.4680390625,182.05465625,0.3673333333333334,31.987384615384617
wheat,IN,IN-14-0004,2013,1.447,11950.0,8260.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.115852713178295,29.627767441860463,22.48924031007752,19274718.798449613,4.364937984496124,30.298465116279065,-3.7574263565891477,3.5336356589147284,184.37697674418604,0.3625625,31.762230769230772
wheat,IN,IN-14-0004,2014,1.602,12320.0,7690.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.2679453125,29.00253125,22.364968750000003,18698082.63671875,4.246054687500001,28.7293046875,-3.7756953125,3.8448515624999997,195.8942265625,0.4010625,33.97638461538462
wheat,IN,IN-14-0004,2015,1.486,10770.0,7250.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,15.988109375,28.346328125,21.8131015625,18461447.265625,4.11215625,26.235445312499998,-3.5074921875,3.5171484375000004,181.788734375,0.3890625,33.35530769230768
wheat,IN,IN-14-0004,2016,1.605,9930.0,6190.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,17.290937500000002,30.334578125,23.604625000000002,18369445.609375,4.339234375,31.026445312499998,-3.9142109375000005,3.2234218749999997,172.4944375,0.3484666666666666,29.597615384615384
wheat,IN,IN-14-0004,2017,1.465,9160.0,6260.0,340.343,103.281,10.735,1.574,4.0,22.3658,82.03855,5535.0,9.7,0.175,16.389077519379843,30.248643410852715,23.07658914728682,19704406.170542635,4.677015503875969,33.29875968992248,-4.580767441860465,3.3012248062015503,178.03936434108525,0.349875,30.04023076923077
wheat,IN,IN-14-0005,2003,1.413,3320.0,2350.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.788133333333334,30.526733333333336,23.459075000000002,19216589.033333335,4.37615,32.41079166666667,-3.8890833333333332,4.0608805970149255,206.7445820895523,0.33006250000000004,28.373666666666665
wheat,IN,IN-14-0005,2004,1.174,2230.0,1900.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,15.978649999999998,29.557191666666665,22.691200000000002,19259418.16875,4.217966666666666,30.560141666666663,-3.3331999999999997,5.09715,254.51146666666668,0.3955625,32.83408333333333
wheat,IN,IN-14-0005,2005,1.174,2230.0,1900.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,17.042801652892564,30.388388429752066,23.68733884297521,19105713.11570248,4.317603305785124,31.575438016528928,-3.6750165289256196,4.411619834710743,223.34896694214873,0.3441875,29.22133333333333
wheat,IN,IN-14-0005,2006,1.211,2300.0,1900.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.218316666666666,30.490166666666664,23.24635,19587718.433333334,4.342250000000001,32.97031666666666,-3.9927083333333333,4.430008333333333,224.17915833333333,0.356375,31.24925
wheat,IN,IN-14-0005,2007,1.525,2790.0,1830.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.585458333333335,30.37914166666667,23.449275000000004,19504118.933333334,4.368116666666666,32.59099166666667,-4.132116666666666,4.443533333333334,224.9877,0.34125,30.000083333333325
wheat,IN,IN-14-0005,2008,1.415,3000.0,2120.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.175808333333336,29.604525,22.653299999999998,18744227.6,4.141116666666667,29.609966666666665,-3.5411916666666667,4.44025,223.9424,0.3695625,31.153250000000003
wheat,IN,IN-14-0005,2009,1.197,2850.0,2380.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,17.464247933884298,32.234404958677686,24.884057851239664,19797950.785123967,4.595801652892563,37.93295041322314,-4.559876033057852,3.9695619834710745,209.94896694214876,0.328375,29.293416666666662
wheat,IN,IN-14-0005,2010,1.714,3600.0,2100.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,17.020500000000002,31.40775,24.143833333333337,19598786.208333332,4.5594833333333336,36.468025000000004,-4.499383333333332,3.909125,208.07347500000003,0.34987500000000005,29.814750000000004
wheat,IN,IN-14-0005,2011,1.745,4240.0,2430.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,15.729241666666667,29.912983333333333,22.59525,19641356.916666668,4.253691666666667,31.290341666666666,-3.947908333333333,4.259366666666667,218.51256666666666,0.362625,30.754249999999995
wheat,IN,IN-14-0005,2012,1.827,4330.0,2370.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,15.929033333333333,29.666158333333335,22.646333333333335,19267171.1875,4.229308333333333,30.845341666666666,-3.116225,4.285141666666667,219.65540833333336,0.3698125,30.287250000000004
wheat,IN,IN-14-0005,2013,1.732,9560.0,5520.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.691735537190084,30.695636363636368,23.447603305785123,19356708.272727273,4.36698347107438,33.18900826446281,-4.104471074380165,4.38902479338843,223.47475206611574,0.37143750000000003,32.279666666666664
wheat,IN,IN-14-0005,2014,2.171,5340.0,2460.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.747858333333333,30.038349999999998,23.246016666666666,19007852.191666666,4.243525,31.02673333333333,-4.004166666666666,4.658275000000001,234.28715,0.3930625,33.85691666666666
wheat,IN,IN-14-0005,2015,1.891,4860.0,2570.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.882275,29.823666666666668,23.230141666666665,18942418.5375,4.2476416666666665,30.05625,-4.012983333333334,4.296383333333334,218.61210833333334,0.352125,31.54591666666666
wheat,IN,IN-14-0005,2016,1.922,5350.0,2780.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,18.062299999999997,30.946674999999995,24.4313,18385005.7125,4.22105,31.251183333333334,-3.8080166666666666,4.025908333333334,208.14179166666665,0.38325,33.16383333333333
wheat,IN,IN-14-0005,2017,1.761,5290.0,3000.0,343.004,98.684,11.894,1.504,4.0,21.73542,83.1602,7050.0,26.5,0.376,16.743462809917354,30.935314049586776,23.676842975206615,19710734.247933883,4.563355371900826,34.100694214876036,-4.438446280991735,4.123132231404958,214.1270661157025,0.367,33.67191666666667
wheat,IN,IN-14-0006,2003,1.175,24160.0,20560.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.524781954887215,27.124984962406014,20.533691729323305,19464382.07518797,4.259947368421052,26.444285714285716,-3.444473684210527,3.541101265822785,183.69712658227849,0.3351176470588235,26.987538461538463
wheat,IN,IN-14-0006,2004,1.055,20670.0,19600.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.655045112781952,27.6598947368421,21.0533984962406,19704404.5,4.464518796992482,28.944097744360903,-4.128676691729323,4.541518796992483,229.06313533834583,0.3799411764705883,30.22023076923077
wheat,IN,IN-14-0006,2005,1.055,20670.0,19600.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,15.112067164179104,27.354477611940297,21.10636567164179,19174265.25,4.278567164179104,26.64326119402985,-3.5499552238805974,3.9506791044776124,201.21683582089554,0.364764705882353,28.985153846153846
wheat,IN,IN-14-0006,2006,1.023,19670.0,19230.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.873654135338345,27.9243984962406,21.18136090225564,19668111.939849623,4.421533834586467,28.961278195488724,-3.806842105263158,3.8330375939849626,196.40615789473685,0.3529411764705882,27.869538461538465
wheat,IN,IN-14-0006,2007,1.294,25900.0,20020.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.64218045112782,27.244533834586466,20.711466165413533,19551907.89473684,4.336383458646617,26.73692481203007,-3.6835714285714283,3.937390977443609,199.8878872180451,0.3535882352941176,28.590923076923072
wheat,IN,IN-14-0006,2008,1.2,24150.0,20120.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.633661654135338,27.29845864661654,20.72436842105263,19096078.15413534,4.289406015037594,27.350451127819547,-3.724097744360902,3.853308270676692,197.10004511278197,0.35894117647058826,28.88161538461538
wheat,IN,IN-14-0006,2009,1.124,22980.0,20450.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,15.379791044776121,29.17627611940298,22.08720149253731,19795868.55970149,4.689671641791045,31.95112686567165,-4.52984328358209,3.591126865671642,188.73891791044775,0.33747058823529413,28.214307692307692
wheat,IN,IN-14-0006,2010,1.181,24100.0,20400.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,15.294624060150378,28.7232030075188,21.93590977443609,19815825.46992481,4.609037593984962,32.27553383458647,-4.414481203007519,3.549669172932331,188.30345112781956,0.37700000000000006,31.791692307692305
wheat,IN,IN-14-0006,2011,1.227,6800.0,5540.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.402774436090226,27.75106766917293,20.825751879699247,19460016.70300752,4.4055037593984965,29.02284962406015,-4.1147368421052635,3.44787969924812,182.6277894736842,0.3653529411764706,30.984923076923074
wheat,IN,IN-14-0006,2012,1.563,8360.0,5350.0,342.167,110.435,11.258,1.547,4.0,23.08254,83.26329,4008.0,18.3,0.457,14.304639097744362,27.198037593984964,20.52230827067669,19479618.336466167,4.337496240601504,27.511518796992476,-3.4766691729323314,3.905654135338346,200.4251804511278,0.37576470588235295,30.137538461538465
