pair_name,E,direction,LibSize,mean_rho,median_rho,std_rho,n_units,n_rows
avg_prec_yield,2,avg_ssm_z:avg_ndvi_z,6,,,,441,0
avg_prec_yield,2,avg_ssm_z:avg_ndvi_z,10,,,,431,0
avg_prec_yield,2,avg_ssm_z:avg_ndvi_z,14,,,,405,0
avg_prec_yield,2,avg_ssm_z:yield_z,6,,,,441,0
avg_prec_yield,2,avg_ssm_z:yield_z,10,,,,431,0
avg_prec_yield,2,avg_ssm_z:yield_z,14,,,,405,0
avg_prec_yield,2,avg_tavg_z:avg_cwb_z,6,,,,441,0
avg_prec_yield,2,avg_tavg_z:avg_cwb_z,10,,,,431,0
avg_prec_yield,2,avg_tavg_z:avg_cwb_z,14,,,,405,0
avg_prec_yield,2,yield_z:avg_prec_z,6,-0.1064939917016774,-0.13028539008040144,0.2166359897260538,441,441
avg_prec_yield,2,yield_z:avg_prec_z,10,-0.12729984220671467,-0.16989635845437231,0.2743824019055645,431,431
avg_prec_yield,2,yield_z:avg_prec_z,14,-0.08881874071963612,-0.11727757381108188,0.30845195028766176,405,405
avg_prec_yield,2,yield_z:avg_rsm_z,6,,,,441,0
avg_prec_yield,2,yield_z:avg_rsm_z,10,,,,431,0
avg_prec_yield,2,yield_z:avg_rsm_z,14,,,,405,0
avg_prec_yield,2,yield_z:avg_ssm_z,6,,,,441,0
avg_prec_yield,2,yield_z:avg_ssm_z,10,,,,431,0
avg_prec_yield,2,yield_z:avg_ssm_z,14,,,,405,0
avg_rsm_avg_fpar,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_fpar_z:avg_rsm_z,6,0.01742007204432795,-0.0017348510897765314,0.3123795594476031,438,438
avg_rsm_avg_fpar,2,avg_fpar_z:avg_rsm_z,10,0.060122790355297634,0.02696921936646353,0.38979775049006826,428,428
avg_rsm_avg_fpar,2,avg_fpar_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_fpar_z:avg_ssm_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_ndvi_z:avg_rsm_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_ndvi_z:avg_rsm_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_ndvi_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_ndvi_z:avg_ssm_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_prec_z:yield_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_prec_z:yield_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_rsm_z:avg_fpar_z,6,-0.018143718496890497,-0.04898460409739395,0.29877612754686206,438,438
avg_rsm_avg_fpar,2,avg_rsm_z:avg_fpar_z,10,-0.001581188414225301,-0.024292362331296037,0.3687658241729146,428,428
avg_rsm_avg_fpar,2,avg_rsm_z:avg_ndvi_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_rsm_z:avg_ndvi_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_rsm_z:yield_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_rsm_z:yield_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_ssm_z:avg_fpar_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_ssm_z:avg_fpar_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_ssm_z:avg_ndvi_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_ssm_z:avg_ndvi_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_ssm_z:yield_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_ssm_z:yield_z,10,,,,428,0
avg_rsm_avg_fpar,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_rsm_avg_fpar,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_rsm_avg_fpar,2,yield_z:avg_prec_z,6,,,,438,0
avg_rsm_avg_fpar,2,yield_z:avg_prec_z,10,,,,428,0
avg_rsm_avg_fpar,2,yield_z:avg_rsm_z,6,,,,438,0
avg_rsm_avg_fpar,2,yield_z:avg_rsm_z,10,,,,428,0
avg_rsm_avg_fpar,2,yield_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_fpar,2,yield_z:avg_ssm_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_fpar_z:avg_rsm_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_fpar_z:avg_rsm_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_fpar_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_fpar_z:avg_ssm_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_ndvi_z:avg_rsm_z,6,-0.043655574509053524,-0.10277610353550644,0.297499277137119,438,438
avg_rsm_avg_ndvi,2,avg_ndvi_z:avg_rsm_z,10,0.0025496183940966065,-0.015472181289744182,0.3713393202444662,428,428
avg_rsm_avg_ndvi,2,avg_ndvi_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_ndvi_z:avg_ssm_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_prec_z:yield_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_prec_z:yield_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_rsm_z:avg_fpar_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_rsm_z:avg_fpar_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_rsm_z:avg_ndvi_z,6,-0.05746960000451209,-0.11545529721154735,0.29278157008953276,438,438
avg_rsm_avg_ndvi,2,avg_rsm_z:avg_ndvi_z,10,-0.050786033967652494,-0.08265258736483197,0.35105396365059444,428,428
avg_rsm_avg_ndvi,2,avg_rsm_z:yield_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_rsm_z:yield_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_ssm_z:avg_fpar_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_ssm_z:avg_fpar_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_ssm_z:avg_ndvi_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_ssm_z:avg_ndvi_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_ssm_z:yield_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_ssm_z:yield_z,10,,,,428,0
avg_rsm_avg_ndvi,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_rsm_avg_ndvi,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_rsm_avg_ndvi,2,yield_z:avg_prec_z,6,,,,438,0
avg_rsm_avg_ndvi,2,yield_z:avg_prec_z,10,,,,428,0
avg_rsm_avg_ndvi,2,yield_z:avg_rsm_z,6,,,,438,0
avg_rsm_avg_ndvi,2,yield_z:avg_rsm_z,10,,,,428,0
avg_rsm_avg_ndvi,2,yield_z:avg_ssm_z,6,,,,438,0
avg_rsm_avg_ndvi,2,yield_z:avg_ssm_z,10,,,,428,0
avg_rsm_yield,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_rsm_yield,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_rsm_yield,2,avg_fpar_z:avg_rsm_z,6,,,,438,0
avg_rsm_yield,2,avg_fpar_z:avg_rsm_z,10,,,,428,0
avg_rsm_yield,2,avg_fpar_z:avg_ssm_z,6,,,,438,0
avg_rsm_yield,2,avg_fpar_z:avg_ssm_z,10,,,,428,0
avg_rsm_yield,2,avg_ndvi_z:avg_rsm_z,6,,,,438,0
avg_rsm_yield,2,avg_ndvi_z:avg_rsm_z,10,,,,428,0
avg_rsm_yield,2,avg_ndvi_z:avg_ssm_z,6,,,,438,0
avg_rsm_yield,2,avg_ndvi_z:avg_ssm_z,10,,,,428,0
avg_rsm_yield,2,avg_prec_z:yield_z,6,,,,438,0
avg_rsm_yield,2,avg_prec_z:yield_z,10,,,,428,0
avg_rsm_yield,2,avg_rsm_z:avg_fpar_z,6,,,,438,0
avg_rsm_yield,2,avg_rsm_z:avg_fpar_z,10,,,,428,0
avg_rsm_yield,2,avg_rsm_z:avg_ndvi_z,6,,,,438,0
avg_rsm_yield,2,avg_rsm_z:avg_ndvi_z,10,,,,428,0
avg_rsm_yield,2,avg_rsm_z:yield_z,6,-0.03906637006672077,-0.04945830128142863,0.272801441220906,438,438
avg_rsm_yield,2,avg_rsm_z:yield_z,10,0.0143178806461643,0.014418302181751271,0.3342980561088263,428,428
avg_rsm_yield,2,avg_ssm_z:avg_fpar_z,6,,,,438,0
avg_rsm_yield,2,avg_ssm_z:avg_fpar_z,10,,,,428,0
avg_rsm_yield,2,avg_ssm_z:avg_ndvi_z,6,,,,438,0
avg_rsm_yield,2,avg_ssm_z:avg_ndvi_z,10,,,,428,0
avg_rsm_yield,2,avg_ssm_z:yield_z,6,,,,438,0
avg_rsm_yield,2,avg_ssm_z:yield_z,10,,,,428,0
avg_rsm_yield,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_rsm_yield,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_rsm_yield,2,yield_z:avg_prec_z,6,,,,438,0
avg_rsm_yield,2,yield_z:avg_prec_z,10,,,,428,0
avg_rsm_yield,2,yield_z:avg_rsm_z,6,-0.07934341065306634,-0.11493401657269992,0.2546193180649466,438,438
avg_rsm_yield,2,yield_z:avg_rsm_z,10,-0.04282478534265845,-0.07063157816624438,0.33450835237006876,428,428
avg_rsm_yield,2,yield_z:avg_ssm_z,6,,,,438,0
avg_rsm_yield,2,yield_z:avg_ssm_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_fpar_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_fpar_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_fpar_z:avg_ssm_z,6,0.03590361397669342,0.007071426353245249,0.2997813419484583,438,438
avg_ssm_avg_fpar,2,avg_fpar_z:avg_ssm_z,10,0.06348486441345304,0.02546701416739637,0.3873021104715139,428,428
avg_ssm_avg_fpar,2,avg_ndvi_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_ndvi_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_ndvi_z:avg_ssm_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_ndvi_z:avg_ssm_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_prec_z:yield_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_prec_z:yield_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_rsm_z:avg_fpar_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_rsm_z:avg_fpar_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_rsm_z:avg_ndvi_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_rsm_z:avg_ndvi_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_rsm_z:yield_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_rsm_z:yield_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_ssm_z:avg_fpar_z,6,0.02130981614161416,0.0157903209451355,0.3010013440187953,438,438
avg_ssm_avg_fpar,2,avg_ssm_z:avg_fpar_z,10,0.05363773488491894,0.0667027794257565,0.36593769451437647,428,428
avg_ssm_avg_fpar,2,avg_ssm_z:avg_ndvi_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_ssm_z:avg_ndvi_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_ssm_z:yield_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_ssm_z:yield_z,10,,,,428,0
avg_ssm_avg_fpar,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_ssm_avg_fpar,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_ssm_avg_fpar,2,yield_z:avg_prec_z,6,,,,438,0
avg_ssm_avg_fpar,2,yield_z:avg_prec_z,10,,,,428,0
avg_ssm_avg_fpar,2,yield_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_fpar,2,yield_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_fpar,2,yield_z:avg_ssm_z,6,,,,438,0
avg_ssm_avg_fpar,2,yield_z:avg_ssm_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_fpar_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_fpar_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_fpar_z:avg_ssm_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_fpar_z:avg_ssm_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_ndvi_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_ndvi_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_ndvi_z:avg_ssm_z,6,0.009364212200027845,-0.00985115990915228,0.29810172761740183,438,438
avg_ssm_avg_ndvi,2,avg_ndvi_z:avg_ssm_z,10,0.03453930866178813,0.031673825809688194,0.37594686250030723,428,428
avg_ssm_avg_ndvi,2,avg_prec_z:yield_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_prec_z:yield_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_rsm_z:avg_fpar_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_rsm_z:avg_fpar_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_rsm_z:avg_ndvi_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_rsm_z:avg_ndvi_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_rsm_z:yield_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_rsm_z:yield_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_ssm_z:avg_fpar_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_ssm_z:avg_fpar_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_ssm_z:avg_ndvi_z,6,-0.010972948073660697,-0.020701688673039814,0.2895548727164599,438,438
avg_ssm_avg_ndvi,2,avg_ssm_z:avg_ndvi_z,10,-0.004488962384678697,-0.007195887487096385,0.34192137548060414,428,428
avg_ssm_avg_ndvi,2,avg_ssm_z:yield_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_ssm_z:yield_z,10,,,,428,0
avg_ssm_avg_ndvi,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_ssm_avg_ndvi,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_ssm_avg_ndvi,2,yield_z:avg_prec_z,6,,,,438,0
avg_ssm_avg_ndvi,2,yield_z:avg_prec_z,10,,,,428,0
avg_ssm_avg_ndvi,2,yield_z:avg_rsm_z,6,,,,438,0
avg_ssm_avg_ndvi,2,yield_z:avg_rsm_z,10,,,,428,0
avg_ssm_avg_ndvi,2,yield_z:avg_ssm_z,6,,,,438,0
avg_ssm_avg_ndvi,2,yield_z:avg_ssm_z,10,,,,428,0
avg_ssm_yield,2,avg_cwb_z:avg_tavg_z,6,,,,438,0
avg_ssm_yield,2,avg_cwb_z:avg_tavg_z,10,,,,428,0
avg_ssm_yield,2,avg_fpar_z:avg_rsm_z,6,,,,438,0
avg_ssm_yield,2,avg_fpar_z:avg_rsm_z,10,,,,428,0
avg_ssm_yield,2,avg_fpar_z:avg_ssm_z,6,,,,438,0
avg_ssm_yield,2,avg_fpar_z:avg_ssm_z,10,,,,428,0
avg_ssm_yield,2,avg_ndvi_z:avg_rsm_z,6,,,,438,0
avg_ssm_yield,2,avg_ndvi_z:avg_rsm_z,10,,,,428,0
avg_ssm_yield,2,avg_ndvi_z:avg_ssm_z,6,,,,438,0
avg_ssm_yield,2,avg_ndvi_z:avg_ssm_z,10,,,,428,0
avg_ssm_yield,2,avg_prec_z:yield_z,6,,,,438,0
avg_ssm_yield,2,avg_prec_z:yield_z,10,,,,428,0
avg_ssm_yield,2,avg_rsm_z:avg_fpar_z,6,,,,438,0
avg_ssm_yield,2,avg_rsm_z:avg_fpar_z,10,,,,428,0
avg_ssm_yield,2,avg_rsm_z:avg_ndvi_z,6,,,,438,0
avg_ssm_yield,2,avg_rsm_z:avg_ndvi_z,10,,,,428,0
avg_ssm_yield,2,avg_rsm_z:yield_z,6,,,,438,0
avg_ssm_yield,2,avg_rsm_z:yield_z,10,,,,428,0
avg_ssm_yield,2,avg_ssm_z:avg_fpar_z,6,,,,438,0
avg_ssm_yield,2,avg_ssm_z:avg_fpar_z,10,,,,428,0
avg_ssm_yield,2,avg_ssm_z:avg_ndvi_z,6,,,,438,0
avg_ssm_yield,2,avg_ssm_z:avg_ndvi_z,10,,,,428,0
avg_ssm_yield,2,avg_ssm_z:yield_z,6,0.004771779876332757,-0.017132101980676034,0.29905318716184,438,438
avg_ssm_yield,2,avg_ssm_z:yield_z,10,0.06815688069701926,0.07588008931394777,0.3576615077810054,428,428
avg_ssm_yield,2,avg_tavg_z:avg_cwb_z,6,,,,438,0
avg_ssm_yield,2,avg_tavg_z:avg_cwb_z,10,,,,428,0
avg_ssm_yield,2,yield_z:avg_prec_z,6,,,,438,0
avg_ssm_yield,2,yield_z:avg_prec_z,10,,,,428,0
avg_ssm_yield,2,yield_z:avg_rsm_z,6,,,,438,0
avg_ssm_yield,2,yield_z:avg_rsm_z,10,,,,428,0
avg_ssm_yield,2,yield_z:avg_ssm_z,6,-0.04261809037385097,-0.08353345295537307,0.2713253899169258,438,438
avg_ssm_yield,2,yield_z:avg_ssm_z,10,-0.020810411966413134,-0.06378079056992329,0.3438849020766186,428,428
avg_tavg_avg_cwb,2,avg_cwb_z:avg_tavg_z,6,-0.0005504009701340791,-0.027406207648236813,0.2552724049950848,441,441
avg_tavg_avg_cwb,2,avg_cwb_z:avg_tavg_z,10,0.0310737957342254,0.02564398677429449,0.28701863811062267,431,431
avg_tavg_avg_cwb,2,avg_cwb_z:avg_tavg_z,14,0.07971421326206438,0.10215164440019434,0.31616811523112776,405,405
avg_tavg_avg_cwb,2,avg_fpar_z:avg_rsm_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_fpar_z:avg_rsm_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_fpar_z:avg_rsm_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_fpar_z:avg_ssm_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_fpar_z:avg_ssm_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_fpar_z:avg_ssm_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_rsm_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_rsm_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_rsm_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_ssm_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_ssm_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_ndvi_z:avg_ssm_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_prec_z:yield_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_prec_z:yield_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_prec_z:yield_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_fpar_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_fpar_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_fpar_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_ndvi_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_ndvi_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_rsm_z:avg_ndvi_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_rsm_z:yield_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_rsm_z:yield_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_rsm_z:yield_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_fpar_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_fpar_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_fpar_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_ndvi_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_ndvi_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_ssm_z:avg_ndvi_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_ssm_z:yield_z,6,,,,441,0
avg_tavg_avg_cwb,2,avg_ssm_z:yield_z,10,,,,431,0
avg_tavg_avg_cwb,2,avg_ssm_z:yield_z,14,,,,405,0
avg_tavg_avg_cwb,2,avg_tavg_z:avg_cwb_z,6,0.0874064564783386,0.09635180289710112,0.2608150348861118,441,441
avg_tavg_avg_cwb,2,avg_tavg_z:avg_cwb_z,10,0.13426660120680606,0.14722428438614224,0.2980041888735245,431,431
avg_tavg_avg_cwb,2,avg_tavg_z:avg_cwb_z,14,0.20047070189297803,0.25190750597556666,0.3147998758746537,405,405
avg_tavg_avg_cwb,2,yield_z:avg_prec_z,6,,,,441,0
avg_tavg_avg_cwb,2,yield_z:avg_prec_z,10,,,,431,0
avg_tavg_avg_cwb,2,yield_z:avg_prec_z,14,,,,405,0
avg_tavg_avg_cwb,2,yield_z:avg_rsm_z,6,,,,441,0
avg_tavg_avg_cwb,2,yield_z:avg_rsm_z,10,,,,431,0
avg_tavg_avg_cwb,2,yield_z:avg_rsm_z,14,,,,405,0
avg_tavg_avg_cwb,2,yield_z:avg_ssm_z,6,,,,441,0
avg_tavg_avg_cwb,2,yield_z:avg_ssm_z,10,,,,431,0
avg_tavg_avg_cwb,2,yield_z:avg_ssm_z,14,,,,405,0
